,YEAR,WEEK,RANK,PLAYER,REC,TGT,REC YDS,Y/R,LG,20+,REC TD,ATT,RUSH YDS,RUSH TD,FL,G,Zero PPR,Half PPR,One PPR
0,2022,1,1,Justin Jefferson (MIN) ,9,11,184,20.4,64,9,2,0,0,0,0,1,30.4,34.9,39.4
1,2022,1,2,Davante Adams (LV) ,10,17,141,14.1,41,5,1,0,0,0,0,1,20.1,25.1,30.1
2,2022,1,3,Ja'Marr Chase (CIN) ,10,16,129,12.9,24,2,1,0,0,0,0,1,18.9,23.9,28.9
3,2022,1,4,Cooper Kupp (LAR) ,13,15,128,9.8,28,3,1,0,0,0,0,1,18.8,25.3,31.8
4,2022,1,5,Stefon Diggs (BUF) ,8,9,122,15.3,53,5,1,0,0,0,0,1,18.2,22.2,26.2
5,2022,1,6,Michael Pittman Jr. (IND) ,9,13,121,13.4,28,2,1,0,0,0,0,1,18.1,22.6,27.1
6,2022,1,7,Michael Thomas (NO) ,5,8,57,11.4,21,2,2,0,0,0,0,1,17.7,20.2,22.7
7,2022,1,8,Devin Duvernay (BAL) ,4,4,54,13.5,25,1,2,0,0,0,0,1,17.4,19.4,21.4
8,2022,1,9,Robbie Anderson (ARI) ,5,8,102,20.4,75,4,1,0,0,0,0,1,16.2,18.7,21.2
9,2022,1,10,Jerry Jeudy (DEN) ,4,7,102,25.5,67,4,1,0,0,0,0,1,16.2,18.2,20.2
10,2022,1,11,A.J. Brown (PHI) ,10,13,155,15.5,54,4,0,0,0,0,0,1,15.5,20.5,25.5
11,2022,1,13,Gabe Davis (BUF) ,4,5,88,22,47,4,1,0,0,0,0,1,14.8,16.8,18.8
12,2022,1,14,Jaylen Waddle (MIA) ,4,5,69,17.3,42,3,1,1,8,0,0,1,13.7,15.7,17.7
13,2022,1,15,Sterling Shepard (NYG) ,2,4,71,35.5,65,4,1,0,0,0,0,1,13.1,14.1,15.1
14,2022,1,16,Mike Evans (TB) ,5,7,71,14.2,20,1,1,0,0,0,0,1,13.1,15.6,18.1
15,2022,1,17,Amon-Ra St. Brown (DET) ,8,12,64,8,29,1,1,0,0,0,0,1,12.4,16.4,20.4
16,2022,1,19,Rashod Bateman (BAL) ,2,5,59,29.5,55,4,1,0,0,0,0,1,11.9,12.9,13.9
17,2022,1,20,Terry McLaurin (WAS) ,2,4,58,29,49,3,1,0,0,0,0,1,11.8,12.8,13.8
18,2022,1,21,Christian Kirk (JAC) ,6,12,117,19.5,49,4,0,0,0,0,0,1,11.7,14.7,17.7
19,2022,1,22,Jarvis Landry (NO) ,7,9,114,16.3,40,5,0,0,0,0,0,1,11.4,14.9,18.4
20,2022,1,23,D.J. Chark Jr. (DET) ,4,8,52,13,22,1,1,0,0,0,0,1,11.2,13.2,15.2
21,2022,1,24,Curtis Samuel (WAS) ,8,11,55,6.9,13,0,1,4,17,0,1,1,11.2,15.2,19.2
22,2022,1,26,Deebo Samuel (SF) ,2,7,14,7,8,0,0,8,52,1,1,1,10.6,11.6,12.6
23,2022,1,27,Marquise Brown (ARI) ,4,6,43,10.8,26,1,1,0,0,0,0,1,10.3,12.3,14.3
24,2022,1,28,Tyreek Hill (MIA) ,8,12,94,11.8,26,2,0,1,6,0,0,1,10,14,18
25,2022,1,29,Tyler Boyd (CIN) ,4,7,33,8.3,22,1,1,0,0,0,0,1,9.3,11.3,13.3
26,2022,1,30,Julio Jones (TB) ,3,5,69,23,48,3,0,2,17,0,0,1,8.6,10.1,11.6
27,2022,1,31,Brandin Cooks (HOU) ,7,12,82,11.7,42,3,0,0,0,0,0,1,8.2,11.7,15.2
28,2022,1,32,Isaiah McKenzie (BUF) ,2,3,19,9.5,12,0,1,0,0,0,0,1,7.9,8.9,9.9
29,2022,1,34,Corey Davis (NYJ) ,6,10,77,12.8,17,0,0,0,0,0,0,1,7.7,10.7,13.7
30,2022,1,35,Mecole Hardman (KC) ,3,6,16,5.3,8,0,1,0,0,0,0,1,7.6,9.1,10.6
31,2022,1,37,Courtland Sutton (DEN) ,4,7,72,18,30,2,0,0,0,0,0,1,7.2,9.2,11.2
32,2022,1,38,Noah Brown (DAL) ,5,9,68,13.6,22,1,0,0,0,0,0,1,6.8,9.3,11.8
33,2022,1,39,Keenan Allen (LAC) ,4,4,66,16.5,42,3,0,0,0,0,0,1,6.6,8.6,10.6
34,2022,1,40,Zay Jones (JAC) ,6,9,65,10.8,18,0,0,0,0,0,0,1,6.5,9.5,12.5
35,2022,1,43,Jakobi Meyers (NE) ,4,6,55,13.8,27,1,0,1,7,0,0,1,6.2,8.2,10.2
36,2022,1,46,Donovan Peoples-Jones (CLE) ,6,11,60,10,15,0,0,0,0,0,0,1,6,9,12
37,2022,1,47,JuJu Smith-Schuster (KC) ,6,8,79,13.2,20,1,0,0,0,0,1,1,5.9,8.9,11.9
38,2022,1,49,Diontae Johnson (PIT) ,7,12,55,7.9,25,1,0,0,0,0,0,1,5.5,9,12.5
39,2022,1,50,Chase Claypool (CHI) ,4,6,18,4.5,6,0,0,6,36,0,0,1,5.4,7.4,9.4
40,2022,1,52,DJ Moore (CAR) ,3,6,43,14.3,26,1,0,1,7,0,0,1,5,6.5,8
41,2022,1,53,Elijah Moore (NYJ) ,5,7,49,9.8,24,1,0,0,0,0,0,1,4.9,7.4,9.9
42,2022,1,55,Brandon Aiyuk (SF) ,2,3,40,20,31,2,0,1,7,0,0,1,4.7,5.7,6.7
43,2022,1,58,Kendrick Bourne (NE) ,1,1,41,41,41,3,0,0,0,0,0,1,4.1,4.6,5.1
44,2022,1,59,Marquez Valdes-Scantling (KC) ,4,4,44,11,17,0,0,1,-3,0,0,1,4.1,6.1,8.1
45,2022,1,63,Marvin Jones Jr. (JAC) ,4,6,38,9.5,12,0,0,0,0,0,0,1,3.8,5.8,7.8
46,2022,1,65,Braxton Berrios (NYJ) ,5,6,37,7.4,13,0,0,0,0,0,0,1,3.7,6.2,8.7
47,2022,1,66,Adam Thielen (MIN) ,3,4,36,12,22,1,0,0,0,0,0,1,3.6,5.1,6.6
48,2022,1,68,Chris Godwin (TB) ,3,3,35,11.7,24,1,0,0,0,0,0,1,3.5,5,6.5
49,2022,1,71,Olamide Zaccheaus (ATL) ,4,4,49,12.3,22,1,0,0,0,0,1,1,2.9,4.9,6.9
50,2022,1,72,CeeDee Lamb (DAL) ,2,11,29,14.5,16,0,0,0,0,0,0,1,2.9,3.9,4.9
51,2022,1,73,Tyler Lockett (SEA) ,3,4,28,9.3,17,0,0,0,0,0,0,1,2.8,4.3,5.8
52,2022,1,74,Josh Reynolds (DET) ,1,3,28,28,28,1,0,0,0,0,0,1,2.8,3.3,3.8
53,2022,1,75,Cedrick Wilson Jr. (MIA) ,2,2,20,10,12,0,0,1,8,0,0,1,2.8,3.8,4.8
54,2022,1,76,Jamison Crowder (BUF) ,3,4,28,9.3,11,0,0,0,0,0,0,1,2.8,4.3,5.8
55,2022,1,77,Tee Higgins (CIN) ,2,2,27,13.5,18,0,0,0,0,0,0,1,2.7,3.7,4.7
56,2022,1,78,Nico Collins (HOU) ,2,3,26,13,18,0,0,0,0,0,0,1,2.6,3.6,4.6
57,2022,1,83,Kenny Golladay (NYG) ,2,2,22,11,15,0,0,0,0,0,0,1,2.2,3.2,4.2
58,2022,1,85,Byron Pringle (CHI) ,1,2,22,22,22,1,0,0,0,0,0,1,2.2,2.7,3.2
59,2022,1,86,Hunter Renfrow (LV) ,3,6,21,7,9,0,0,0,0,0,0,1,2.1,3.6,5.1
60,2022,1,87,Ray-Ray McCloud (SF) ,1,2,20,20,20,1,0,0,0,0,0,1,2,2.5,3
61,2022,1,88,Demarcus Robinson (BAL) ,2,4,19,9.5,11,0,0,0,0,0,0,1,1.9,2.9,3.9
62,2022,1,89,Sammy Watkins (GB) ,3,3,18,6,9,0,0,0,0,0,0,1,1.8,3.3,4.8
63,2022,1,91,Amari Cooper (CLE) ,3,6,17,5.7,9,0,0,0,0,0,0,1,1.7,3.2,4.7
64,2022,1,92,Mack Hollins (LV) ,1,1,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
65,2022,1,93,DK Metcalf (SEA) ,7,7,36,5.1,15,0,0,0,0,0,1,1,1.6,5.1,8.6
66,2022,1,95,K.J. Osborn (MIN) ,3,4,14,4.7,7,0,0,0,0,0,0,1,1.4,2.9,4.4
67,2022,1,96,Randall Cobb (GB) ,2,3,14,7,8,0,0,0,0,0,0,1,1.4,2.4,3.4
68,2022,1,98,Robert Woods (TEN) ,1,2,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
69,2022,1,99,Russell Gage (TB) ,2,2,13,6.5,7,0,0,0,0,0,0,1,1.3,2.3,3.3
70,2022,1,101,A.J. Green (ARI) ,2,4,13,6.5,8,0,0,0,0,0,0,1,1.3,2.3,3.3
71,2022,1,102,Allen Robinson II (LAR) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
72,2022,1,106,Mike Williams (LAC) ,2,4,10,5,6,0,0,0,0,0,0,1,1,2,3
73,2022,1,108,Joshua Palmer (LAC) ,3,4,5,1.7,5,0,0,1,4,0,0,1,0.9,2.4,3.9
74,2022,1,109,DeVante Parker (NE) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
75,2022,1,111,Darnell Mooney (CHI) ,1,3,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
76,2022,1,112,Nelson Agholor (NE) ,3,5,28,9.3,17,0,0,0,0,0,1,1,0.8,2.3,3.8
77,2022,1,113,Zach Pascal (PHI) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
78,2022,1,115,Deonte Harty (NO) ,1,1,4,4,4,0,0,0,0,0,0,1,0.4,0.9,1.4
79,2022,2,1,Stefon Diggs (BUF) ,12,15,148,12.3,46,3,3,0,0,0,0,1,32.8,38.8,44.8
80,2022,2,2,Tyreek Hill (MIA) ,11,13,190,17.3,60,8,2,0,0,0,0,1,31,36.5,42
81,2022,2,3,Amon-Ra St. Brown (DET) ,9,12,116,12.9,49,3,2,2,68,0,0,1,30.4,34.9,39.4
82,2022,2,4,Jaylen Waddle (MIA) ,11,19,171,15.5,59,6,2,0,0,0,0,1,29.1,34.6,40.1
83,2022,2,6,Cooper Kupp (LAR) ,11,14,108,9.8,20,1,2,0,0,0,1,1,20.8,26.3,31.8
84,2022,2,7,Christian Kirk (JAC) ,6,6,78,13,26,2,2,0,0,0,0,1,19.8,22.8,25.8
85,2022,2,8,Mike Williams (LAC) ,8,10,113,14.1,39,2,1,0,0,0,0,1,17.3,21.3,25.3
86,2022,2,9,Nelson Agholor (NE) ,6,6,110,18.3,44,4,1,0,0,0,0,1,17,20,23
87,2022,2,10,Rashod Bateman (BAL) ,4,7,108,27,75,4,1,0,0,0,0,1,16.8,18.8,20.8
88,2022,2,12,Amari Cooper (CLE) ,9,10,101,11.2,20,1,1,0,0,0,0,1,16.1,20.6,25.1
89,2022,2,13,Curtis Samuel (WAS) ,7,9,78,11.1,27,1,1,1,21,0,0,1,15.9,19.4,22.9
90,2022,2,14,Noah Brown (DAL) ,5,5,91,18.2,28,2,1,0,0,0,0,1,15.1,17.6,20.1
91,2022,2,15,Corey Davis (NYJ) ,2,4,83,41.5,66,4,1,0,0,0,0,1,14.3,15.3,16.3
92,2022,2,17,Tee Higgins (CIN) ,6,10,71,11.8,19,0,1,0,0,0,0,1,13.1,16.1,19.1
93,2022,2,18,Quez Watkins (PHI) ,2,2,69,34.5,53,4,1,0,0,0,0,1,12.9,13.9,14.9
94,2022,2,19,Courtland Sutton (DEN) ,7,11,122,17.4,35,5,0,1,5,0,0,1,12.7,16.2,19.7
95,2022,2,20,Michael Thomas (NO) ,6,9,65,10.8,13,0,1,0,0,0,0,1,12.5,15.5,18.5
96,2022,2,22,Allen Robinson II (LAR) ,4,5,53,13.3,29,1,1,0,0,0,0,1,11.3,13.3,15.3
97,2022,2,24,Tyler Lockett (SEA) ,9,11,107,11.9,27,1,0,0,0,0,0,1,10.7,15.2,19.7
98,2022,2,26,DJ Moore (CAR) ,3,6,43,14.3,29,1,1,0,0,0,0,1,10.3,11.8,13.3
99,2022,2,27,Devin Duvernay (BAL) ,2,2,42,21,26,1,0,0,0,0,0,1,4.2,5.2,6.2
100,2022,2,28,Josh Reynolds (DET) ,3,3,38,12.7,23,1,1,0,0,0,0,1,9.8,11.3,12.8
101,2022,2,29,Deebo Samuel (SF) ,5,6,44,8.8,15,0,0,4,53,0,0,1,9.7,12.2,14.7
102,2022,2,30,Jakobi Meyers (NE) ,9,13,95,10.6,24,1,0,0,0,0,0,1,9.5,14,18.5
103,2022,2,31,Sammy Watkins (GB) ,3,4,93,31,55,5,0,0,0,0,0,1,9.3,10.8,12.3
104,2022,2,32,Joshua Palmer (LAC) ,4,8,30,7.5,10,0,1,0,0,0,0,1,9,11,13
105,2022,2,34,Terry McLaurin (WAS) ,4,8,75,18.8,35,2,0,1,7,0,0,1,8.2,10.2,12.2
106,2022,2,35,Olamide Zaccheaus (ATL) ,2,2,21,10.5,11,0,1,0,0,0,0,1,8.1,9.1,10.1
107,2022,2,36,CeeDee Lamb (DAL) ,7,11,75,10.7,24,1,0,1,6,0,0,1,8.1,11.6,15.1
108,2022,2,37,DeVonta Smith (PHI) ,7,7,80,11.4,19,0,0,0,0,0,0,1,8,11.5,15
109,2022,2,38,Diontae Johnson (PIT) ,6,10,57,9.5,17,0,0,0,0,0,0,1,5.7,8.7,11.7
110,2022,2,39,Allen Lazard (GB) ,2,3,13,6.5,8,0,1,0,0,0,0,1,7.3,8.3,9.3
111,2022,2,40,Davante Adams (LV) ,2,7,12,6,11,0,1,0,0,0,0,1,7.2,8.2,9.2
112,2022,2,41,Demarcus Robinson (BAL) ,1,2,12,12,12,0,1,0,0,0,0,1,7.2,7.7,8.2
113,2022,2,42,A.J. Brown (PHI) ,5,8,69,13.8,23,1,0,0,0,0,0,1,6.9,9.4,11.9
114,2022,2,43,Marquise Brown (ARI) ,6,11,68,11.3,24,1,0,0,0,0,0,1,6.8,9.8,12.8
115,2022,2,44,Mack Hollins (LV) ,5,8,66,13.2,23,2,0,0,0,0,0,1,6.6,9.1,11.6
116,2022,2,45,Brandon Aiyuk (SF) ,5,8,63,12.6,25,1,0,0,0,0,0,1,6.3,8.8,11.3
117,2022,2,47,Mike Evans (TB) ,3,4,61,20.3,41,3,0,0,0,0,0,1,6.1,7.6,9.1
118,2022,2,49,Ja'Marr Chase (CIN) ,5,9,54,10.8,17,0,0,1,4,0,0,1,5.8,8.3,10.8
119,2022,2,50,Nico Collins (HOU) ,4,9,58,14.5,29,2,0,0,0,0,0,1,5.8,7.8,9.8
120,2022,2,53,Brandin Cooks (HOU) ,4,10,54,13.5,25,2,0,0,0,0,0,1,5.4,7.4,9.4
121,2022,2,54,Adam Thielen (MIN) ,4,7,52,13,19,0,0,0,0,0,0,1,5.2,7.2,9.2
122,2022,2,57,Justin Jefferson (MIN) ,6,12,48,8,11,0,0,0,0,0,0,1,4.8,7.8,10.8
123,2022,2,59,Mecole Hardman (KC) ,3,4,49,16.3,30,2,0,1,-4,0,0,1,4.5,6,7.5
124,2022,2,60,Scotty Miller (TB) ,3,8,34,11.3,23,1,0,1,8,0,0,1,4.2,5.7,7.2
125,2022,2,61,Robert Woods (TEN) ,4,5,39,9.8,17,0,0,0,0,0,0,1,3.9,5.9,7.9
126,2022,2,63,Hunter Renfrow (LV) ,7,10,59,8.4,20,1,0,0,0,0,1,1,3.9,7.4,10.9
127,2022,2,64,Isaiah McKenzie (BUF) ,2,3,37,18.5,28,1,0,0,0,0,0,1,3.7,4.7,5.7
128,2022,2,66,Tyler Boyd (CIN) ,2,2,17,8.5,16,0,0,0,0,0,0,1,1.7,2.7,3.7
129,2022,2,67,Randall Cobb (GB) ,3,3,37,12.3,20,1,0,0,0,0,0,1,3.7,5.2,6.7
130,2022,2,68,A.J. Green (ARI) ,3,7,16,5.3,10,0,0,0,0,0,0,1,1.6,3.1,4.6
131,2022,2,69,Elijah Moore (NYJ) ,3,5,41,13.7,18,0,0,1,-6,0,0,1,3.5,5,6.5
132,2022,2,70,DK Metcalf (SEA) ,4,6,35,8.8,12,0,0,0,0,0,0,1,3.5,5.5,7.5
133,2022,2,71,Sterling Shepard (NYG) ,6,10,34,5.7,12,0,0,0,0,0,0,1,3.4,6.4,9.4
134,2022,2,72,Marvin Jones Jr. (JAC) ,3,5,33,11,13,0,0,0,0,0,0,1,3.3,4.8,6.3
135,2022,2,74,Russell Gage (TB) ,5,6,28,5.6,10,0,0,0,0,0,0,1,2.8,5.3,7.8
136,2022,2,76,Chase Claypool (CHI) ,4,6,26,6.5,11,0,0,0,0,0,0,1,2.6,4.6,6.6
137,2022,2,77,K.J. Osborn (MIN) ,2,2,25,12.5,15,0,0,0,0,0,0,1,2.5,3.5,4.5
138,2022,2,78,Jarvis Landry (NO) ,4,5,25,6.3,10,0,0,0,0,0,0,1,2.5,4.5,6.5
139,2022,2,79,Jalen Reagor (MIN) ,1,2,7,7,7,0,0,1,17,0,0,1,2.4,2.9,3.4
140,2022,2,82,Zay Jones (JAC) ,3,4,23,7.7,10,0,0,0,0,0,0,1,2.3,3.8,5.3
141,2022,2,84,Braxton Berrios (NYJ) ,0,0,0,0,0,0,0,2,22,0,0,1,2.2,2.2,2.2
142,2022,2,88,Jamison Crowder (BUF) ,1,2,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
143,2022,2,90,Ray-Ray McCloud (SF) ,1,2,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
144,2022,2,91,Kendrick Bourne (NE) ,2,3,16,8,10,0,0,0,0,0,0,1,1.6,2.6,3.6
145,2022,2,93,Zach Pascal (PHI) ,2,2,14,7,8,0,0,0,0,0,0,1,1.4,2.4,3.4
146,2022,2,94,Marquez Valdes-Scantling (KC) ,2,7,13,6.5,7,0,0,0,0,0,0,1,1.3,2.3,3.3
147,2022,2,96,Jerry Jeudy (DEN) ,1,3,11,11,11,0,0,1,1,0,0,1,1.2,1.7,2.2
148,2022,2,97,Robbie Anderson (ARI) ,3,5,32,10.7,19,0,0,0,0,0,1,1,1.2,2.7,4.2
149,2022,2,100,JuJu Smith-Schuster (KC) ,3,3,10,3.3,4,0,0,0,0,0,0,1,1,2.5,4
150,2022,2,104,Deonte Harty (NO) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
151,2022,3,1,DeVonta Smith (PHI) ,8,12,169,21.1,45,8,1,0,0,0,0,1,22.9,26.9,30.9
152,2022,3,2,Mack Hollins (LV) ,8,11,158,19.8,60,8,1,0,0,0,0,1,21.8,25.8,29.8
153,2022,3,3,Tyler Boyd (CIN) ,4,5,105,26.3,56,5,1,0,0,0,0,1,16.5,18.5,20.5
154,2022,3,4,Amari Cooper (CLE) ,7,11,101,14.4,32,3,1,0,0,0,0,1,16.1,19.6,23.1
155,2022,3,5,DeVante Parker (NE) ,5,10,156,31.2,40,9,0,0,0,0,0,1,15.6,18.1,20.6
156,2022,3,6,Laviska Shenault Jr. (CAR) ,2,2,90,45,67,5,1,0,0,0,0,1,15,16,17
157,2022,3,8,CeeDee Lamb (DAL) ,8,12,87,10.9,26,1,1,0,0,0,0,1,14.7,18.7,22.7
158,2022,3,9,Zay Jones (JAC) ,10,11,85,8.5,16,0,1,1,0,0,0,1,14.5,19.5,24.5
159,2022,3,10,A.J. Brown (PHI) ,5,10,85,17,38,2,1,0,0,0,0,1,14.5,17,19.5
160,2022,3,11,Isaiah McKenzie (BUF) ,7,9,76,10.9,27,1,1,1,6,0,0,1,14.2,17.7,21.2
161,2022,3,12,Marquise Brown (ARI) ,14,17,140,10,20,1,0,0,0,0,0,1,14,21,28
162,2022,3,13,K.J. Osborn (MIN) ,5,8,73,14.6,28,2,1,0,0,0,0,1,13.3,15.8,18.3
163,2022,3,15,Christian Kirk (JAC) ,6,9,72,12,35,2,1,0,0,0,0,1,13.2,16.2,19.2
164,2022,3,16,Russell Gage (TB) ,12,13,87,7.3,15,0,1,0,0,0,1,1,12.7,18.7,24.7
165,2022,3,17,Cooper Kupp (LAR) ,4,6,44,11,14,0,0,1,20,1,0,1,12.4,14.4,16.4
166,2022,3,18,DK Metcalf (SEA) ,5,12,64,12.8,18,0,1,0,0,0,0,1,12.4,14.9,17.4
167,2022,3,19,Adam Thielen (MIN) ,6,8,61,10.2,15,0,1,0,0,0,0,1,12.1,15.1,18.1
168,2022,3,21,Jaylen Waddle (MIA) ,4,6,102,25.5,45,5,0,1,9,0,0,1,11.1,13.1,15.1
169,2022,3,22,Allen Lazard (GB) ,4,6,45,11.3,26,1,1,0,0,0,0,1,10.5,12.5,14.5
170,2022,3,23,Tre'Quan Smith (NO) ,4,5,105,26.3,48,5,0,0,0,0,0,1,10.5,12.5,14.5
171,2022,3,24,Terry McLaurin (WAS) ,6,9,102,17,45,3,0,0,0,0,0,1,10.2,13.2,16.2
172,2022,3,25,Brandon Aiyuk (SF) ,3,8,39,13,20,1,1,0,0,0,0,1,9.9,11.4,12.9
173,2022,3,26,Joshua Palmer (LAC) ,6,9,99,16.5,45,3,0,0,0,0,0,1,9.9,12.9,15.9
174,2022,3,27,Courtland Sutton (DEN) ,8,10,97,12.1,34,2,0,0,0,0,0,1,9.7,13.7,17.7
175,2022,3,28,Josh Reynolds (DET) ,6,10,96,16,26,2,0,0,0,0,0,1,9.6,12.6,15.6
176,2022,3,29,Marvin Jones Jr. (JAC) ,4,7,33,8.3,11,0,1,0,0,0,0,1,9.3,11.3,13.3
177,2022,3,30,Tee Higgins (CIN) ,5,7,93,18.6,45,3,0,0,0,0,0,1,9.3,11.8,14.3
178,2022,3,31,Davante Adams (LV) ,5,10,36,7.2,18,0,1,1,-4,0,0,1,9.2,11.7,14.2
179,2022,3,32,JuJu Smith-Schuster (KC) ,5,8,89,17.8,53,4,0,0,0,0,0,1,8.9,11.4,13.9
180,2022,3,33,Robert Woods (TEN) ,4,9,85,21.3,41,4,0,0,0,0,0,1,8.5,10.5,12.5
181,2022,3,34,Diontae Johnson (PIT) ,8,11,84,10.5,16,0,0,0,0,0,0,1,8.4,12.4,16.4
182,2022,3,35,Devin Duvernay (BAL) ,2,2,25,12.5,21,1,1,2,-2,0,0,1,8.3,9.3,10.3
183,2022,3,37,Deebo Samuel (SF) ,5,8,73,14.6,32,2,0,5,6,0,0,1,7.9,10.4,12.9
184,2022,3,38,Tyler Lockett (SEA) ,9,11,76,8.4,20,1,0,0,0,0,0,1,7.6,12.1,16.6
185,2022,3,39,Mike Williams (LAC) ,1,6,15,15,15,0,1,0,0,0,0,1,7.5,8,8.5
186,2022,3,40,Stefon Diggs (BUF) ,7,11,74,10.6,28,1,0,0,0,0,0,1,7.4,10.9,14.4
187,2022,3,41,Amon-Ra St. Brown (DET) ,6,9,73,12.2,30,2,0,0,0,0,0,1,7.3,10.3,13.3
188,2022,3,42,Michael Pittman Jr. (IND) ,8,9,72,9,26,2,0,0,0,0,0,1,7.2,11.2,15.2
189,2022,3,44,Ja'Marr Chase (CIN) ,6,10,29,4.8,10,0,1,2,-2,0,1,1,6.7,9.7,12.7
190,2022,3,46,Jalen Guyton (LAC) ,2,3,64,32,54,4,0,0,0,0,0,1,6.4,7.4,8.4
191,2022,3,47,Marquez Callaway (NO) ,1,1,4,4,4,0,1,0,0,0,0,1,6.4,6.9,7.4
192,2022,3,50,Curtis Samuel (WAS) ,7,10,48,6.9,16,0,0,3,13,0,0,1,6.1,9.6,13.1
193,2022,3,53,Kendrick Bourne (NE) ,4,5,58,14.5,26,2,0,0,0,0,0,1,5.8,7.8,9.8
194,2022,3,54,Randall Cobb (GB) ,2,2,57,28.5,40,3,0,0,0,0,0,1,5.7,6.7,7.7
195,2022,3,55,Noah Brown (DAL) ,5,7,54,10.8,19,0,0,0,0,0,0,1,5.4,7.9,10.4
196,2022,3,56,Olamide Zaccheaus (ATL) ,2,2,49,24.5,26,2,0,0,0,0,0,1,4.9,5.9,6.9
197,2022,3,57,Michael Thomas (NO) ,5,5,49,9.8,16,0,0,0,0,0,0,1,4.9,7.4,9.9
198,2022,3,58,Sterling Shepard (NYG) ,5,10,49,9.8,16,0,0,0,0,0,0,1,4.9,7.4,9.9
199,2022,3,59,Elijah Moore (NYJ) ,4,9,49,12.3,18,0,0,0,0,0,0,1,4.9,6.9,8.9
200,2022,3,60,Marquez Valdes-Scantling (KC) ,4,7,48,12,24,1,0,0,0,0,0,1,4.8,6.8,8.8
201,2022,3,61,D.J. Chark Jr. (DET) ,3,6,46,15.3,23,1,0,0,0,0,0,1,4.6,6.1,7.6
202,2022,3,62,Chase Claypool (CHI) ,3,6,35,11.7,20,1,0,1,11,0,0,1,4.6,6.1,7.6
203,2022,3,63,Nico Collins (HOU) ,2,4,41,20.5,22,1,0,0,0,0,0,1,4.1,5.1,6.1
204,2022,3,67,Rashod Bateman (BAL) ,2,4,59,29.5,35,3,0,0,0,0,1,1,3.9,4.9,5.9
205,2022,3,68,Gabe Davis (BUF) ,3,6,37,12.3,18,0,0,0,0,0,0,1,3.7,5.2,6.7
206,2022,3,69,Tyreek Hill (MIA) ,2,4,33,16.5,22,1,0,0,0,0,0,1,3.3,4.3,5.3
207,2022,3,72,Corey Davis (NYJ) ,2,5,27,13.5,22,1,0,0,0,0,0,1,2.7,3.7,4.7
208,2022,3,77,Darnell Mooney (CHI) ,2,6,23,11.5,18,0,0,0,0,0,0,1,2.3,3.3,4.3
209,2022,3,78,Allen Robinson II (LAR) ,2,5,23,11.5,15,0,0,0,0,0,0,1,2.3,3.3,4.3
210,2022,3,79,Jarvis Landry (NO) ,2,5,22,11,13,0,0,0,0,0,0,1,2.2,3.2,4.2
211,2022,3,80,Brandin Cooks (HOU) ,2,7,22,11,17,0,0,0,0,0,0,1,2.2,3.2,4.2
212,2022,3,83,Nelson Agholor (NE) ,2,3,41,20.5,28,1,0,0,0,0,1,1,2.1,3.1,4.1
213,2022,3,85,Zach Pascal (PHI) ,3,3,18,6,13,0,0,1,0,0,0,1,1.8,3.3,4.8
214,2022,3,86,Jerry Jeudy (DEN) ,2,6,17,8.5,16,0,0,0,0,0,0,1,1.7,2.7,3.7
215,2022,3,90,DJ Moore (CAR) ,1,6,2,2,2,0,0,2,13,0,0,1,1.5,2,2.5
216,2022,3,91,Justin Jefferson (MIN) ,3,6,14,4.7,6,0,0,0,0,0,0,1,1.4,2.9,4.4
217,2022,3,92,Robbie Anderson (ARI) ,1,4,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
218,2022,3,95,Cole Beasley (FA) ,3,4,12,4,5,0,0,0,0,0,0,1,1.2,2.7,4.2
219,2022,3,96,Keelan Cole Sr. (LV) ,1,4,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
220,2022,3,99,Byron Pringle (CHI) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
221,2022,3,101,Ray-Ray McCloud (SF) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
222,2022,3,102,Donovan Peoples-Jones (CLE) ,1,3,10,10,10,0,0,0,0,0,0,1,1,1.5,2
223,2022,3,105,Jamison Crowder (BUF) ,1,3,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
224,2022,3,110,Kalif Raymond (DET) ,1,1,4,4,4,0,0,0,0,0,0,1,0.4,0.9,1.4
225,2022,3,111,Scotty Miller (TB) ,1,5,4,4,4,0,0,0,0,0,0,1,0.4,0.9,1.4
226,2022,3,113,Jalen Reagor (MIN) ,1,1,2,2,2,0,0,0,0,0,0,1,0.2,0.7,1.2
227,2022,3,114,Mecole Hardman (KC) ,1,1,2,2,2,0,0,0,0,0,0,1,0.2,0.7,1.2
