,YEAR,WEEK,RANK,PLAYER,ATT,RUSH YDS,Y/A,LG,20+,RUSH TD,REC,TGT,REC YDS,Y/R,REC TD,FL,G,Zero PPR,Half PPR,One PPR,Unnamed: 20
1682,2020,4,34,Devonta Freeman (FA) ,11,33,3,10,0,0,4,4,35,8.8,0,0,1,6.8,8.8,10.8,0
333,2022,3,30,Leonard Fournette (TB) ,12,35,2.9,6,0,0,5,6,35,7,0,0,1,7,9.5,12,0
1730,2020,5,25,Joe Mixon (CIN) ,24,59,2.5,7,0,0,6,8,35,5.8,0,0,1,9.4,12.4,15.4,0
1417,2021,18,2,Austin Ekeler (LAC) ,16,64,4,14,0,1,5,12,35,7,1,0,1,21.9,24.4,26.9,2
1768,2020,6,9,Myles Gaskin (MIA) ,18,91,5.1,15,0,0,4,4,35,8.8,0,0,1,12.6,14.6,16.6,0
1110,2021,12,10,Antonio Gibson (WAS) ,29,111,3.8,17,0,0,7,7,35,5,0,0,1,14.6,18.1,21.6,2
1027,2021,10,43,Ty Johnson (NYJ) ,2,2,1,2,0,0,5,8,36,7.2,0,0,1,3.8,6.3,8.8,0
127,2022,7,38,Jerick McKinnon (KC) ,2,12,6,9,0,0,2,3,36,18,0,0,1,4.8,5.8,6.8,0
2029,2020,11,18,Chase Edmonds (DEN) ,2,13,6.5,11,0,0,4,4,36,9,1,0,1,10.9,12.9,14.9,0
1065,2021,11,24,Ezekiel Elliott (DAL) ,9,32,3.6,8,0,0,6,6,36,6,0,0,1,6.8,9.8,12.8,0
445,2022,1,31,Austin Ekeler (LAC) ,14,36,2.6,8,0,0,4,4,36,9,0,0,1,7.2,9.2,11.2,0
1427,2021,18,15,Damien Harris (NE) ,11,37,3.4,7,0,1,4,4,36,9,0,0,1,13.3,15.3,17.3,0
2264,2020,15,35,Gus Edwards (BAL) ,9,42,4.7,7,0,0,2,2,36,18,0,0,1,7.8,8.8,9.8,0
1558,2020,2,33,Myles Gaskin (MIA) ,7,46,6.6,14,0,0,6,7,36,6,0,0,1,8.2,11.2,14.2,0
2035,2020,11,25,Latavius Murray (DEN) ,12,49,4.1,11,0,0,2,2,36,18,0,0,1,8.5,9.5,10.5,0
204,2022,5,14,Saquon Barkley (NYG) ,13,70,5.4,40,3,1,3,6,36,12,0,0,1,16.6,18.1,19.6,0
1176,2021,13,19,Najee Harris (PIT) ,21,71,3.4,13,0,0,5,5,36,7.2,0,0,1,10.7,13.2,15.7,0
1542,2020,2,13,Chris Carson (FA) ,17,72,4.2,13,0,0,3,3,36,12,1,0,1,16.8,18.3,19.8,0
1165,2021,13,6,James Conner (ARI) ,20,75,3.8,21,1,0,2,2,36,18,1,0,1,17.1,18.1,19.1,0
1659,2020,4,9,Alvin Kamara (NO) ,19,83,4.4,12,0,1,3,4,36,12,0,0,1,17.9,19.4,20.9,0
2357,2020,17,11,David Johnson (FA) ,14,84,6,26,1,1,3,5,36,12,0,0,1,18,19.5,21,0
1540,2020,2,11,Miles Sanders (PHI) ,20,95,4.8,15,0,1,3,7,36,12,0,1,1,17.1,18.6,20.1,0
231,2022,5,50,J.D. McKissic (WAS) ,0,0,0,0,0,0,5,7,37,7.4,0,0,1,3.7,6.2,8.7,0
404,2022,2,50,Nyheim Hines (BUF) ,1,0,0,0,0,0,4,5,37,9.3,0,0,1,3.7,5.7,7.7,0
1630,2020,3,40,J.D. McKissic (WAS) ,5,15,3,7,0,0,3,4,37,12.3,0,0,1,5.2,6.7,8.2,0
2044,2020,11,36,Giovani Bernard (TB) ,9,18,2,7,0,0,4,5,37,9.3,0,0,1,5.5,7.5,9.5,0
1174,2021,13,17,Mike Davis (BAL) ,4,32,8,17,0,1,4,4,37,9.3,0,0,1,12.9,14.9,16.9,0
894,2021,8,16,Cordarrelle Patterson (ATL) ,9,35,3.9,14,0,0,5,5,37,7.4,1,0,1,13.2,15.7,18.2,0
961,2021,9,28,Michael Carter (NYJ) ,13,49,3.8,16,0,0,1,2,37,37,0,0,1,8.6,9.1,9.6,0
1227,2021,14,21,Devin Singletary (BUF) ,4,52,13,29,1,0,6,7,37,6.2,0,0,1,8.9,11.9,14.9,0
1051,2021,11,8,James Conner (ARI) ,21,62,3,8,0,1,5,6,37,7.4,0,0,1,15.9,18.4,20.9,0
2074,2020,12,9,Ronald Jones II (KC) ,9,66,7.3,34,2,0,1,2,37,37,1,0,1,16.3,16.8,17.3,0
1816,2020,7,5,Jamaal Williams (DET) ,19,77,4.1,13,0,1,4,5,37,9.3,0,0,1,17.4,19.4,21.4,0
2310,2020,16,20,Gus Edwards (BAL) ,15,85,5.7,32,2,0,2,2,37,18.5,0,0,1,12.2,13.2,14.2,0
363,2022,2,2,Aaron Jones (GB) ,15,124,8.8,36,2,1,3,3,38,12.7,1,0,1,29,30.5,32,0
1631,2020,3,43,J.K. Dobbins (BAL) ,1,6,6,6,0,0,4,4,38,9.5,0,0,1,4.4,6.4,8.4,0
2309,2020,16,19,Nick Chubb (CLE) ,11,28,2.5,16,0,1,5,5,38,7.6,0,0,1,12.6,15.1,17.6,0
566,2021,2,30,Melvin Gordon III (DEN) ,13,31,2.4,8,0,0,2,2,38,19,0,0,1,6.9,7.9,8.9,0
1170,2021,13,12,Josh Jacobs (LV) ,13,52,4,15,0,1,9,9,38,4.2,0,0,1,15,19.5,24,0
146,2022,6,6,Leonard Fournette (TB) ,21,63,3,13,0,0,6,6,38,6.3,1,0,1,16.1,19.1,22.1,0
2241,2020,15,11,Josh Jacobs (LV) ,26,76,2.9,20,1,1,3,3,38,12.7,0,0,1,17.4,18.9,20.4,0
1465,2020,1,2,Christian McCaffrey (SF) ,23,97,4.2,15,0,2,3,4,38,12.7,0,0,1,25.5,27,28.5,0
195,2022,5,5,Josh Jacobs (LV) ,21,102,7.3,37,3,1,5,5,39,7.8,0,0,1,25.3,27.8,30.3,0
270,2022,4,23,Rex Burkhead (HOU) ,0,0,0,0,0,0,5,5,39,7.8,1,0,1,9.9,12.4,14.9,0
327,2022,3,23,Clyde Edwards-Helaire (KC) ,7,0,0,4,0,1,5,5,39,7.8,0,0,1,9.9,12.4,14.9,0
1686,2020,4,40,Matt Breida (NYG) ,3,9,3,4,0,0,3,3,39,13,0,0,1,4.8,6.3,7.8,0
2255,2020,15,26,Ty Johnson (NYJ) ,3,16,5.3,7,0,0,6,6,39,6.5,1,0,1,11.5,14.5,17.5,0
222,2022,5,39,Samaje Perine (CIN) ,3,17,5.7,9,0,0,4,4,39,9.8,0,0,1,5.6,7.6,9.6,0
912,2021,8,39,Zack Moss (IND) ,8,19,2.4,7,0,0,6,7,39,6.5,0,0,1,5.8,8.8,11.8,0
795,2021,6,19,Rhamondre Stevenson (NE) ,5,23,4.6,11,0,1,3,3,39,13,0,0,1,12.2,13.7,15.2,0
1267,2021,15,12,Antonio Gibson (WAS) ,15,26,1.7,8,0,1,6,7,39,6.5,0,0,1,12.5,15.5,18.5,0
843,2021,7,15,Josh Jacobs (LV) ,6,29,4.8,9,0,1,3,3,39,13,0,0,1,12.8,14.3,15.8,0
896,2021,8,18,Chase Edmonds (DEN) ,7,30,4.3,11,0,1,3,4,39,13,0,0,1,12.9,14.4,15.9,0
785,2021,6,8,Kenyan Drake (BAL) ,4,34,8.5,18,0,1,2,2,39,19.5,1,0,1,19.3,20.3,21.3,0
1063,2021,11,22,Leonard Fournette (TB) ,10,35,3.5,7,0,0,6,6,39,6.5,0,0,1,7.4,10.4,13.4,0
1608,2020,3,16,Jerick McKinnon (KC) ,14,38,2.7,11,0,1,3,4,39,13,0,0,1,13.7,15.2,16.7,0
1321,2021,16,12,Devin Singletary (BUF) ,12,39,3.3,7,0,1,5,6,39,7.8,0,0,1,13.8,16.3,18.8,0
1230,2021,14,24,David Montgomery (CHI) ,10,42,4.2,20,1,0,6,7,39,6.5,0,0,1,8.1,11.1,14.1,0
2371,2020,17,30,Chris Carson (FA) ,11,44,4,9,0,0,2,2,39,19.5,0,0,1,8.3,9.3,10.3,0
1368,2021,17,6,Boston Scott (PHI) ,14,47,3.4,14,0,2,4,4,39,9.8,0,0,1,20.6,22.6,24.6,0
1776,2020,6,17,David Montgomery (CHI) ,19,58,3.1,12,0,0,4,5,39,9.8,0,0,1,9.7,11.7,13.7,0
2120,2020,13,1,David Montgomery (CHI) ,17,72,4.2,13,0,2,4,4,39,9.8,0,0,1,23.1,25.1,27.1,0
493,2021,1,16,Miles Sanders (PHI) ,15,74,4.9,23,1,0,4,5,39,9.8,0,0,1,11.3,13.3,15.3,2
1881,2020,8,21,Jerick McKinnon (KC) ,3,1,-0.3,1,0,1,4,4,40,10,0,0,1,9.9,11.9,13.9,0
28,2022,9,32,Jerick McKinnon (KC) ,3,4,1.3,3,0,0,6,8,40,6.7,0,0,1,4.4,7.4,10.4,0
1695,2020,4,52,J.D. McKissic (WAS) ,2,6,3,5,0,0,7,8,40,5.7,0,1,1,2.6,6.1,9.6,0
2097,2020,12,39,Boston Scott (PHI) ,2,7,3.5,5,0,0,5,6,40,8,0,0,1,4.7,7.2,9.7,0
22,2022,9,26,D'Andre Swift (DET) ,2,10,5,7,0,0,3,4,40,13.3,0,0,1,5,6.5,8,0
1239,2021,14,34,Ty Johnson (NYJ) ,6,17,2.8,7,0,0,4,7,40,10,0,0,1,5.7,7.7,9.7,0
952,2021,9,18,Ty Johnson (NYJ) ,4,21,5.3,9,0,0,2,3,40,20,1,1,1,10.1,11.1,12.1,0
1626,2020,3,35,Nyheim Hines (BUF) ,7,21,3,11,0,0,4,5,40,10,0,0,1,6.1,8.1,10.1,0
450,2022,1,37,Chase Edmonds (DEN) ,12,25,2.1,7,0,0,4,4,40,10,0,0,1,6.5,8.5,10.5,0
907,2021,8,31,Carlos Hyde (FA) ,9,32,3.6,7,0,0,6,8,40,6.7,0,0,1,7.2,10.2,13.2,0
1731,2020,5,26,Clyde Edwards-Helaire (KC) ,10,40,4,9,0,0,3,8,40,13.3,0,0,1,8,9.5,11,0
1385,2021,17,26,Joe Mixon (CIN) ,12,46,3.8,13,0,0,7,8,40,5.7,0,0,1,8.6,12.1,15.6,0
1555,2020,2,29,Joe Mixon (CIN) ,16,46,2.9,9,0,0,4,4,40,10,0,0,1,8.6,10.6,12.6,0
376,2022,2,16,Najee Harris (PIT) ,15,49,3.3,8,0,0,5,6,40,8,0,0,1,8.9,11.4,13.9,0
2245,2020,15,15,Alvin Kamara (NO) ,11,54,4.9,11,0,0,3,6,40,13.3,1,0,1,15.4,16.9,18.4,0
438,2022,1,21,Michael Carter (NYJ) ,10,60,6,22,1,0,7,9,40,5.7,0,0,1,10,13.5,17,0
1660,2020,4,10,Aaron Jones (GB) ,15,71,4.7,23,1,0,5,5,40,8,1,0,1,17.1,19.6,22.1,0
1538,2020,2,9,Darrell Henderson Jr. (LAR) ,12,81,6.8,40,3,1,2,3,40,20,0,0,1,18.1,19.1,20.1,0
2072,2020,12,7,David Montgomery (CHI) ,11,103,9.4,57,4,0,5,6,40,8,1,0,1,20.3,22.8,25.3,0
1599,2020,3,7,James Conner (ARI) ,18,109,6.1,25,1,1,4,5,40,10,0,0,1,20.9,22.9,24.9,0
727,2021,5,11,Alexander Mattison (MIN) ,25,113,4.5,48,3,0,7,7,40,5.7,1,1,1,19.3,22.8,26.3,0
1944,2020,9,40,Leonard Fournette (TB) ,1,0,0,0,0,0,6,6,41,6.8,0,0,1,4.1,7.1,10.1,0
128,2022,7,39,Nyheim Hines (BUF) ,4,2,0.5,2,0,0,5,5,41,8.2,0,0,1,4.3,6.8,9.3,0
2312,2020,16,22,Kareem Hunt (CLE) ,4,11,2.8,6,0,1,3,5,41,13.7,0,0,1,11.2,12.7,14.2,0
19,2022,9,23,Leonard Fournette (TB) ,9,19,2.1,6,0,0,5,7,41,8.2,0,0,1,6,8.5,11,0
560,2021,2,24,D'Andre Swift (DET) ,8,37,4.6,12,0,0,4,5,41,10.3,0,0,1,7.8,9.8,11.8,0
1419,2021,18,4,James Conner (ARI) ,15,52,3.5,19,0,1,6,6,41,6.8,1,0,1,21.3,24.3,27.3,0
2296,2020,16,5,Samaje Perine (CIN) ,13,95,7.3,46,3,2,4,4,41,10.3,0,0,1,25.6,27.6,29.6,0
1439,2021,18,35,Rex Burkhead (HOU) ,12,24,2,6,0,0,3,4,42,14,0,0,1,6.6,8.1,9.6,0
1824,2020,7,13,David Johnson (FA) ,14,42,3,13,0,0,4,4,42,10.5,1,1,1,12.4,14.4,16.4,0
1228,2021,14,22,Mike Davis (BAL) ,11,44,4,11,0,0,5,6,42,8.4,0,0,1,8.6,11.1,13.6,0
2182,2020,14,7,Mike Davis (BAL) ,11,51,4.6,10,0,2,5,6,42,8.4,0,0,1,21.3,23.8,26.3,0
1271,2021,15,19,Josh Jacobs (LV) ,15,52,3.5,9,0,0,3,4,42,14,0,0,1,9.4,10.9,12.4,0
2363,2020,17,17,Brian Hill (FA) ,9,94,10.4,62,4,0,3,3,42,14,0,0,1,13.6,15.1,16.6,0
2181,2020,14,6,David Montgomery (CHI) ,11,113,10.3,80,4,1,3,4,42,14,0,0,1,21.5,23,24.5,0
1847,2020,7,39,Duke Johnson Jr. (BUF) ,1,1,-1,0,0,0,5,5,43,8.6,0,0,1,4.2,6.7,9.2,0
1980,2020,10,19,J.D. McKissic (WAS) ,8,6,0.8,5,0,1,7,15,43,6.1,0,0,1,10.9,14.4,17.9,0
1841,2020,7,33,Justin Jackson (DET) ,5,12,2.4,11,0,0,5,6,43,8.6,0,0,1,5.5,8,10.5,0
968,2021,9,38,Devin Singletary (BUF) ,6,16,2.7,5,0,0,7,8,43,6.1,0,0,1,5.9,9.4,12.9,0
793,2021,6,17,D'Andre Swift (DET) ,13,24,1.8,9,0,1,5,7,43,8.6,0,0,1,12.7,15.2,17.7,0
965,2021,9,33,Elijah Mitchell (SF) ,8,36,4.5,14,0,0,5,5,43,8.6,0,0,1,7.9,10.4,12.9,0
2077,2020,12,12,Duke Johnson Jr. (BUF) ,9,37,4.1,8,0,0,3,4,43,14.3,1,0,1,14,15.5,17,0
552,2021,2,13,Najee Harris (PIT) ,10,38,3.8,14,0,0,5,5,43,8.6,1,0,1,14.1,16.6,19.1,0
1002,2021,10,13,Michael Carter (NYJ) ,16,39,2.4,8,0,1,4,6,43,10.8,0,0,1,14.2,16.2,18.2,0
1781,2020,6,22,J.D. McKissic (WAS) ,8,41,5.1,14,0,0,6,6,43,7.2,0,0,1,8.4,11.4,14.4,0
2360,2020,17,14,Aaron Jones (GB) ,11,42,3.8,10,0,1,4,5,43,10.8,0,0,1,14.5,16.5,18.5,0
614,2021,3,13,Saquon Barkley (NYG) ,16,51,3.2,15,0,1,6,7,43,7.2,0,0,1,15.4,18.4,21.4,0
1662,2020,4,12,Jerick McKinnon (KC) ,14,54,3.9,15,0,1,7,8,43,6.1,0,0,1,15.7,19.2,22.7,0
491,2021,1,14,Dalvin Cook (MIN) ,20,61,3.1,17,0,1,6,7,43,7.2,0,1,1,14.4,17.4,20.4,0
496,2021,1,19,Chase Edmonds (DEN) ,12,63,5.3,16,0,0,4,4,43,10.8,0,0,1,10.6,12.6,14.6,0
730,2021,5,14,Leonard Fournette (TB) ,12,67,5.6,17,0,1,4,5,43,10.8,0,0,1,17,19,21,0
212,2022,5,22,Travis Etienne Jr. (JAC) ,10,71,7.1,30,2,0,3,5,43,14.3,0,0,1,11.4,12.9,14.4,0
679,2021,4,23,J.D. McKissic (WAS) ,7,15,2.1,10,0,0,5,5,44,8.8,1,0,1,11.9,14.4,16.9,0
199,2022,5,9,Tevin Coleman (SF) ,8,23,2.9,14,0,1,3,3,44,14.7,1,0,1,18.7,20.2,21.7,0
959,2021,9,26,AJ Dillon (GB) ,8,46,5.8,15,0,0,4,4,44,11,0,0,1,9,11,13,0
2187,2020,14,12,Alvin Kamara (NO) ,11,50,4.5,16,0,1,7,10,44,6.3,0,0,1,15.4,18.9,22.4,0
1057,2021,11,14,AJ Dillon (GB) ,11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,9.7,12.7,15.7,0
950,2021,9,16,Rhamondre Stevenson (NE) ,10,62,6.2,13,0,0,2,2,44,22,0,0,1,10.6,11.6,12.6,0
371,2022,2,11,Clyde Edwards-Helaire (KC) ,8,74,9.3,52,4,0,4,4,44,11,0,0,1,11.8,13.8,15.8,0
2122,2020,13,3,Jonathan Taylor (IND) ,13,91,7,24,1,0,3,3,44,14.7,1,0,1,19.5,21,22.5,0
1473,2020,1,10,Chris Carson (FA) ,6,21,3.5,11,0,0,6,6,45,7.5,2,0,1,18.6,21.6,24.6,0
2308,2020,16,18,James Conner (ARI) ,5,21,4.2,12,0,1,5,5,45,9,0,0,1,12.6,15.1,17.6,0
1471,2020,1,8,Nyheim Hines (BUF) ,7,28,4,12,0,1,8,8,45,5.6,1,0,1,19.3,23.3,27.3,0
121,2022,7,31,Michael Carter (NYJ) ,13,29,2.2,5,0,0,2,2,45,22.5,0,0,1,7.4,8.4,9.4,0
1603,2020,3,11,Mike Davis (BAL) ,13,46,3.5,25,1,0,8,9,45,5.6,1,0,1,15.1,19.1,23.1,0
1010,2021,10,23,Leonard Fournette (TB) ,11,47,4.3,8,0,0,8,9,45,5.6,0,0,1,9.2,13.2,17.2,0
1168,2021,13,9,Devonta Freeman (FA) ,14,52,3.7,18,0,1,5,8,45,9,0,0,1,15.7,18.2,20.7,0
1175,2021,13,18,Austin Ekeler (LAC) ,14,59,4.2,15,0,1,5,5,45,9,0,2,1,12.4,14.9,17.4,0
2126,2020,13,7,Chris Carson (FA) ,13,65,5,11,0,0,3,6,45,15,1,0,1,17,18.5,20,0
1965,2020,10,4,Nyheim Hines (BUF) ,12,70,5.8,14,0,1,5,6,45,9,1,0,1,23.5,26,28.5,0
309,2022,3,5,Saquon Barkley (NYG) ,14,81,5.8,36,2,1,4,4,45,11.3,0,0,1,18.6,20.6,22.6,0
1536,2020,2,7,David Montgomery (CHI) ,16,82,5.1,23,1,0,3,3,45,15,1,0,1,18.7,20.2,21.7,0
2012,2020,11,1,Dalvin Cook (MIN) ,27,115,4.3,16,0,1,5,5,45,9,0,1,1,20,22.5,25,0
1914,2020,9,1,Dalvin Cook (MIN) ,22,50,9.4,70,4,2,2,2,46,23,0,0,1,37.2,38.2,39.2,0
1742,2020,5,38,J.D. McKissic (WAS) ,1,3,3,3,0,0,6,8,46,7.7,0,0,1,4.9,7.9,10.9,0
754,2021,5,40,David Johnson (FA) ,2,5,2.5,3,0,0,5,6,46,9.2,0,0,1,5.1,7.6,10.1,0
572,2021,2,38,Kenyan Drake (BAL) ,7,9,1.3,5,0,0,5,6,46,9.2,0,0,1,5.5,8,10.5,0
1241,2021,14,36,Josh Jacobs (LV) ,9,24,2.7,5,0,0,5,6,46,9.2,0,1,1,5,7.5,10,0
428,2022,1,10,AJ Dillon (GB) ,10,45,4.5,14,0,1,5,6,46,9.2,0,0,1,15.1,17.6,20.1,0
1819,2020,7,8,Boston Scott (PHI) ,12,46,3.8,12,0,0,3,5,46,15.3,1,0,1,15.2,16.7,18.2,0
938,2021,9,4,Joe Mixon (CIN) ,13,64,4.9,21,1,2,5,5,46,9.2,0,0,1,23,25.5,28,0
780,2021,6,3,Leonard Fournette (TB) ,22,81,3.7,20,1,2,6,6,46,7.7,0,0,1,24.7,27.7,30.7,0
786,2021,6,9,Najee Harris (PIT) ,24,81,3.4,10,0,0,6,7,46,7.7,1,0,1,18.7,21.7,24.7,0
605,2021,3,4,James Robinson (NYJ) ,15,88,5.9,21,1,1,6,6,46,7.7,0,0,1,19.4,22.4,25.4,0
1464,2020,1,1,Josh Jacobs (LV) ,25,93,3.7,14,0,3,4,6,46,11.5,0,0,1,31.9,33.9,35.9,0
1570,2020,2,49,Rex Burkhead (HOU) ,6,2,0.3,3,0,0,4,6,47,11.8,0,0,1,4.9,6.9,8.9,0
1378,2021,17,17,Ty Johnson (NYJ) ,5,35,7,22,1,1,3,4,47,15.7,0,0,1,14.2,15.7,17.2,0
150,2022,6,10,Austin Ekeler (LAC) ,14,36,2.6,11,0,1,10,16,47,4.7,0,0,1,14.3,19.3,24.3,0
216,2022,5,29,Mike Boone (DEN) ,7,38,5.4,18,0,0,3,3,47,15.7,0,0,1,8.5,10,11.5,0
280,2022,4,35,Devin Singletary (BUF) ,11,49,4.5,18,0,0,4,5,47,11.8,0,1,1,7.6,9.6,11.6,0
1831,2020,7,21,Leonard Fournette (TB) ,11,50,4.5,24,1,0,6,7,47,7.8,0,0,1,9.7,12.7,15.7,0
672,2021,4,15,Leonard Fournette (TB) ,20,92,4.6,21,1,0,3,5,47,15.7,0,0,1,13.9,15.4,16.9,0
339,2022,3,37,Austin Ekeler (LAC) ,4,5,1.3,3,0,0,8,8,48,6,0,0,1,5.3,9.3,13.3,0
810,2021,6,35,Austin Ekeler (LAC) ,6,7,1.2,5,0,0,4,7,48,12,0,0,1,5.5,7.5,9.5,0
1017,2021,10,30,D'Onta Foreman (CAR) ,11,30,2.7,6,0,0,2,2,48,24,0,0,1,7.8,8.8,9.8,0
503,2021,1,27,Nyheim Hines (BUF) ,9,34,3.8,8,0,0,6,8,48,8,0,0,1,8.2,11.2,14.2,0
1169,2021,13,10,Leonard Fournette (TB) ,13,44,3.4,9,0,0,7,8,48,6.9,1,0,1,15.2,18.7,22.2,0
541,2021,2,2,Aaron Jones (GB) ,17,67,3.9,9,0,1,6,6,48,8,3,0,1,35.5,38.5,41.5,0
1393,2021,17,34,Tony Pollard (DAL) ,3,9,3,5,0,0,3,5,49,16.3,0,0,1,5.8,7.3,8.8,0
630,2021,3,32,Chase Edmonds (DEN) ,11,26,2.4,7,0,0,7,8,49,7,0,0,1,7.5,11,14.5,0
734,2021,5,19,AJ Dillon (GB) ,8,30,3.8,17,0,0,4,4,49,12.3,1,0,1,13.9,15.9,17.9,0
1983,2020,10,23,Aaron Jones (GB) ,13,46,3.5,20,1,0,5,6,49,9.8,0,0,1,9.5,12,14.5,0
1594,2020,3,2,Rex Burkhead (HOU) ,6,49,8.2,17,0,2,7,10,49,7,1,0,1,27.8,31.3,34.8,0
214,2022,5,24,Melvin Gordon III (DEN) ,15,54,3.6,17,0,0,3,3,49,16.3,0,0,1,10.3,11.8,13.3,0
252,2022,4,2,Austin Ekeler (LAC) ,13,60,4.6,20,1,2,6,7,49,8.2,1,0,1,28.9,31.9,34.9,0
1550,2020,2,22,Joshua Kelley (LAC) ,23,64,2.8,7,0,0,2,2,49,24.5,0,0,1,11.3,12.3,13.3,0
454,2022,1,41,Nyheim Hines (BUF) ,3,4,1.3,3,0,0,6,6,50,8.3,0,0,1,5.4,8.4,11.4,0
2376,2020,17,39,Nyheim Hines (BUF) ,2,17,8.5,20,1,0,6,7,50,8.3,0,0,1,6.7,9.7,12.7,0
205,2022,5,15,Christian McCaffrey (SF) ,14,54,3.9,19,0,1,7,12,50,7.1,0,0,1,16.4,19.9,23.4,0
796,2021,6,20,Ezekiel Elliott (DAL) ,17,69,4.1,21,1,0,7,9,50,7.1,0,0,1,11.9,15.4,18.9,0
1612,2020,3,20,Devin Singletary (BUF) ,13,71,5.5,17,0,0,4,5,50,12.5,0,0,1,12.1,14.1,16.1,0
2352,2020,17,4,Alexander Mattison (MIN) ,21,95,4.5,20,1,1,3,3,50,16.7,1,0,1,26.5,28,29.5,0
622,2021,3,22,Giovani Bernard (TB) ,0,0,0,0,0,0,9,10,51,5.7,1,0,1,11.1,15.6,20.1,0
1472,2020,1,9,Alvin Kamara (NO) ,12,16,1.3,6,0,1,5,8,51,10.2,1,0,1,18.7,21.2,23.7,0
688,2021,4,34,Aaron Jones (GB) ,15,48,3.2,15,0,0,3,4,51,17,0,1,1,7.9,9.4,10.9,0
888,2021,8,10,Aaron Jones (GB) ,15,59,3.9,16,0,1,7,11,51,7.3,0,0,1,17,20.5,24,0
720,2021,5,4,Alvin Kamara (NO) ,16,71,4.4,23,1,1,5,8,51,10.2,1,0,1,24.2,26.7,29.2,0
1162,2021,13,3,David Montgomery (CHI) ,21,90,4.3,24,1,1,8,9,51,6.4,0,0,1,20.1,24.1,28.1,0
2135,2020,13,17,Myles Gaskin (MIA) ,21,90,4.3,26,1,0,2,2,51,25.5,0,1,1,12.1,13.1,14.1,0
1760,2020,6,1,Derrick Henry (TEN) ,22,44,9.6,94,6,2,2,5,52,26,0,0,1,38.4,39.4,40.4,0
2377,2020,17,40,Cam Akers (LAR) ,21,34,1.6,10,0,0,4,4,52,13,0,1,1,6.6,8.6,10.6,0
610,2021,3,9,Austin Ekeler (LAC) ,11,55,5,11,0,0,6,6,52,8.7,1,0,1,16.7,19.7,22.7,0
884,2021,8,6,Jonathan Taylor (IND) ,16,70,4.4,12,0,1,3,4,52,17.3,0,0,1,18.2,19.7,21.2,0
98,2022,7,4,Aaron Jones (GB) ,8,23,2.9,8,0,0,9,10,53,5.9,2,0,1,19.6,24.1,28.6,0
2206,2020,14,33,Duke Johnson Jr. (BUF) ,8,26,3.3,10,0,0,2,2,53,26.5,0,1,1,5.9,6.9,7.9,0
731,2021,5,15,D'Andre Swift (DET) ,11,51,4.6,12,0,1,6,6,53,8.8,0,0,1,16.4,19.4,22.4,0
719,2021,5,3,Austin Ekeler (LAC) ,17,66,3.9,9,0,2,5,5,53,10.6,1,1,1,27.9,30.4,32.9,0
1872,2020,8,12,Justin Jackson (DET) ,17,89,5.2,22,1,0,3,5,53,17.7,0,0,1,14.2,15.7,17.2,0
1866,2020,8,5,Nyheim Hines (BUF) ,5,8,1.6,6,0,0,3,5,54,18,2,0,1,18.2,19.7,21.2,0
389,2022,2,30,J.D. McKissic (WAS) ,3,9,3,4,0,0,7,7,54,7.7,0,0,1,6.3,9.8,13.3,0
1601,2020,3,9,Jeff Wilson Jr. (MIA) ,12,15,1.3,4,0,1,3,3,54,18,1,0,1,18.9,20.4,21.9,0
620,2021,3,19,Nyheim Hines (BUF) ,6,25,4.2,9,0,1,5,6,54,10.8,0,0,1,13.9,16.4,18.9,0
940,2021,9,6,Alvin Kamara (NO) ,13,50,3.8,14,0,1,4,7,54,13.5,0,0,1,16.4,18.4,20.4,0
951,2021,9,17,Christian McCaffrey (SF) ,14,52,3.7,10,0,0,4,5,54,13.5,0,0,1,10.6,12.6,14.6,0
1374,2021,17,12,Austin Ekeler (LAC) ,17,58,3.4,14,0,1,3,3,54,18,0,0,1,17.2,18.7,20.2,0
540,2021,2,1,Derrick Henry (TEN) ,35,74,5.2,60,4,3,6,6,55,9.2,0,0,1,41.7,44.7,47.7,0
1628,2020,3,37,Giovani Bernard (TB) ,0,0,0,0,0,0,3,3,55,18.3,0,0,1,5.5,7,8.5,0
748,2021,5,33,Zack Moss (IND) ,11,37,3.4,8,0,0,3,4,55,18.3,0,0,1,9.2,10.7,12.2,0
375,2022,2,15,Austin Ekeler (LAC) ,14,39,2.8,8,0,0,9,10,55,6.1,0,0,1,9.4,13.9,18.4,0
364,2022,2,3,Tony Pollard (DAL) ,9,43,4.8,17,0,1,4,7,55,13.8,0,0,1,15.8,17.8,19.8,0
1770,2020,6,11,Jonathan Taylor (IND) ,12,60,5,21,1,0,4,4,55,13.8,0,0,1,11.5,13.5,15.5,0
1546,2020,2,17,Austin Ekeler (LAC) ,16,93,5.8,13,0,0,4,4,55,13.8,0,0,1,14.8,16.8,18.8,0
46,2022,8,4,Christian McCaffrey (SF) ,18,94,5.2,25,2,1,8,9,55,6.9,1,0,1,26.9,30.9,34.9,5.4
1715,2020,5,9,Chase Edmonds (DEN) ,3,36,12,29,1,1,5,6,56,11.2,0,0,1,15.2,17.7,20.2,0
1009,2021,10,22,Tony Pollard (DAL) ,11,42,3.8,15,0,0,6,7,56,9.3,0,0,1,9.8,12.8,15.8,0
116,2022,7,24,Alvin Kamara (NO) ,11,49,4.5,17,0,0,7,9,56,8,0,0,1,10.5,14,17.5,0
