,YEAR,WEEK,RANK,PLAYER,REC,TGT,REC YDS,Y/R,LG,20+,REC TD,ATT,RUSH YDS,RUSH TD,FL,G,Zero PPR,Half PPR,One PPR
778,2021,17,6,Travis Kelce (KC) ,5,7,25,5,8,0,1,1,-1,0,0,1,8.4,10.9,13.4
795,2021,17,30,Cole Kmet (CHI) ,3,5,25,8.3,11,0,0,0,0,0,0,1,2.5,4,5.5
844,2020,1,11,Jimmy Graham (FA) ,3,7,25,8.3,16,0,1,0,0,0,0,1,8.5,10,11.5
880,2020,2,13,Robert Tonyan (GB) ,2,3,25,12.5,14,0,1,0,0,0,0,1,8.5,9.5,10.5
909,2020,3,8,Foster Moreau (LV) ,2,2,25,12.5,24,1,1,0,0,0,0,1,8.5,9.5,10.5
926,2020,3,34,Austin Hooper (TEN) ,3,4,25,8.3,10,0,0,0,0,0,0,1,2.5,4,5.5
1017,2020,6,28,Robert Tonyan (GB) ,3,4,25,8.3,11,0,0,0,0,0,0,1,2.5,4,5.5
1081,2020,8,45,Harrison Bryant (CLE) ,3,3,25,8.3,10,0,0,0,0,0,1,1,0.5,2,3.5
1146,2020,11,10,Dalton Schultz (DAL) ,4,6,25,6.3,10,0,1,0,0,0,0,1,8.5,10.5,12.5
1159,2020,11,29,Rob Gronkowski (FA) ,2,6,25,12.5,16,0,0,0,0,0,0,1,2.5,3.5,4.5
1292,2020,15,35,Jimmy Graham (FA) ,2,3,25,12.5,16,0,0,0,0,0,0,1,2.5,3.5,4.5
1340,2020,16,59,Dan Arnold (JAC) ,3,5,25,8.3,11,0,0,0,0,0,1,1,0.5,2,3.5
1358,2020,17,26,T.J. Hockenson (MIN) ,3,3,25,8.3,15,0,0,0,0,0,0,1,2.5,4,5.5
1359,2020,17,27,Gerald Everett (LAC) ,2,7,25,12.5,13,0,0,0,0,0,0,1,2.5,3.5,4.5
18,2022,1,29,Mo Alie-Cox (IND) ,2,2,26,13,13,0,0,0,0,0,0,1,2.6,3.6,4.6
48,2022,2,24,T.J. Hockenson (MIN) ,3,7,26,8.7,18,0,0,0,0,0,0,1,2.6,4.1,5.6
64,2022,3,8,Dallas Goedert (PHI) ,3,4,26,8.7,23,1,1,0,0,0,0,1,8.6,10.1,11.6
112,2022,4,30,Dan Arnold (JAC) ,1,1,26,26,26,1,0,0,0,0,0,1,2.6,3.1,3.6
458,2021,6,31,Cameron Brate (TB) ,3,4,26,8.7,12,0,0,0,0,0,0,1,2.6,4.1,5.6
510,2021,8,25,Austin Hooper (TEN) ,4,6,26,6.5,8,0,0,0,0,0,0,1,2.6,4.6,6.6
548,2021,9,31,Harrison Bryant (CLE) ,2,2,26,13,21,1,0,0,0,0,0,1,2.6,3.6,4.6
609,2021,11,29,Anthony Firkser (ATL) ,5,7,26,5.2,7,0,0,0,0,0,0,1,2.6,5.1,7.6
638,2021,12,25,Kyle Pitts (ATL) ,2,6,26,13,19,0,0,0,0,0,0,1,2.6,3.6,4.6
666,2021,13,17,Pat Freiermuth (PIT) ,3,4,26,8.7,17,0,0,0,0,0,0,1,2.6,4.1,5.6
766,2021,16,28,Austin Hooper (TEN) ,3,5,26,8.7,11,0,0,0,0,0,0,1,2.6,4.1,5.6
856,2020,1,25,Dawson Knox (BUF) ,2,3,26,13,15,0,0,0,0,0,0,1,2.6,3.6,4.6
894,2020,2,29,Dan Arnold (JAC) ,2,4,26,13,20,1,0,0,0,0,0,1,2.6,3.6,4.6
895,2020,2,30,Logan Thomas (WAS) ,4,9,26,6.5,10,0,0,0,0,0,0,1,2.6,4.6,6.6
961,2020,4,33,James O'Shaughnessy (FA) ,1,2,26,26,26,1,0,0,0,0,0,1,2.6,3.1,3.6
1100,2020,9,29,Will Dissly (SEA) ,1,1,26,26,26,1,0,0,0,0,0,1,2.6,3.1,3.6
1329,2020,16,35,David Njoku (CLE) ,4,4,26,6.5,11,0,0,0,0,0,0,1,2.6,4.6,6.6
77,2022,3,29,Noah Fant (SEA) ,4,4,27,6.8,16,0,0,0,0,0,0,1,2.7,4.7,6.7
100,2022,4,8,Hayden Hurst (CIN) ,3,4,27,9,19,0,1,0,0,0,0,1,8.7,10.2,11.7
194,2022,7,26,Mike Gesicki (MIA) ,3,7,27,9,18,0,0,0,0,0,0,1,2.7,4.2,5.7
222,2022,8,26,C.J. Uzomah (NYJ) ,1,1,27,27,27,1,0,0,0,0,0,1,2.7,3.2,3.7
242,2022,9,22,Kyle Pitts (ATL) ,2,7,27,13.5,18,0,0,0,0,0,0,1,2.7,3.7,4.7
279,2021,1,29,Austin Hooper (TEN) ,3,3,27,9,14,0,0,0,0,0,0,1,2.7,4.2,5.7
349,2021,3,26,Jared Cook (FA) ,2,3,27,13.5,21,1,0,0,0,0,0,1,2.7,3.7,4.7
381,2021,4,28,Evan Engram (JAC) ,5,6,27,5.4,8,0,0,1,-3,0,0,1,2.4,4.9,7.4
414,2021,5,26,Jonnu Smith (NE) ,2,2,27,13.5,23,1,0,1,5,0,0,1,3.2,4.2,5.2
457,2021,6,30,Dan Arnold (JAC) ,2,5,27,13.5,19,0,0,0,0,0,0,1,2.7,3.7,4.7
520,2021,8,43,Travis Kelce (KC) ,4,6,27,6.8,14,0,0,0,0,0,1,1,0.7,2.7,4.7
546,2021,9,29,Durham Smythe (MIA) ,2,2,27,13.5,21,1,0,0,0,0,0,1,2.7,3.7,4.7
547,2021,9,30,Zach Ertz (ARI) ,3,5,27,9,17,0,0,0,0,0,0,1,2.7,4.2,5.7
608,2021,11,28,Cameron Brate (TB) ,2,6,27,13.5,15,0,0,0,0,0,0,1,2.7,3.7,4.7
672,2021,13,24,Travis Kelce (KC) ,3,8,27,9,14,0,0,0,0,0,0,1,2.7,4.2,5.7
699,2021,14,25,Travis Kelce (KC) ,3,4,27,9,19,0,0,0,0,0,0,1,2.7,4.2,5.7
818,2021,18,22,Mo Alie-Cox (IND) ,2,3,27,13.5,18,0,0,0,0,0,0,1,2.7,3.7,4.7
960,2020,4,32,Kyle Rudolph (TB) ,2,2,27,13.5,19,0,0,0,0,0,0,1,2.7,3.7,4.7
1016,2020,6,27,Gerald Everett (LAC) ,3,4,27,9,17,0,0,0,0,0,0,1,2.7,4.2,5.7
1071,2020,8,25,Darren Waller (LV) ,5,6,27,5.4,7,0,0,0,0,0,0,1,2.7,5.2,7.7
1126,2020,10,21,Gerald Everett (LAC) ,2,3,27,13.5,16,0,0,0,0,0,0,1,2.7,3.7,4.7
1158,2020,11,28,Gerald Everett (LAC) ,4,5,27,6.8,18,0,0,0,0,0,0,1,2.7,4.7,6.7
1205,2020,13,10,Dawson Knox (BUF) ,4,4,27,6.8,12,0,1,0,0,0,0,1,8.7,10.7,12.7
1236,2020,14,9,Dan Arnold (JAC) ,2,4,27,13.5,20,1,1,0,0,0,0,1,8.7,9.7,10.7
1328,2020,16,34,Cameron Brate (TB) ,2,2,27,13.5,16,0,0,0,0,0,0,1,2.7,3.7,4.7
1357,2020,17,25,Mark Andrews (BAL) ,4,7,27,6.8,9,0,0,0,0,0,0,1,2.7,4.7,6.7
17,2022,1,28,Evan Engram (JAC) ,4,4,28,7,11,0,0,0,0,0,0,1,2.8,4.8,6.8
76,2022,3,27,George Kittle (SF) ,4,5,28,7,11,0,0,0,0,0,0,1,2.8,4.8,6.8
193,2022,7,24,Foster Moreau (LV) ,3,5,28,9.3,17,0,0,0,0,0,0,1,2.8,4.3,5.8
221,2022,8,25,Irv Smith Jr. (MIN) ,4,4,28,7,11,0,0,0,0,0,0,1,2.8,4.8,6.8
278,2021,1,28,Hayden Hurst (CIN) ,4,4,28,7,9,0,0,0,0,0,0,1,2.8,4.8,6.8
310,2021,2,23,Jared Cook (FA) ,3,5,28,9.3,12,0,0,0,0,0,0,1,2.8,4.3,5.8
311,2021,2,24,Jonnu Smith (NE) ,4,5,28,7,19,0,0,0,0,0,0,1,2.8,4.8,6.8
417,2021,5,30,Dallas Goedert (PHI) ,2,3,28,14,20,1,0,0,0,0,0,1,2.8,3.8,4.8
439,2021,6,8,Mo Alie-Cox (IND) ,1,3,28,28,28,1,1,0,0,0,0,1,8.8,9.3,9.8
544,2021,9,26,Mo Alie-Cox (IND) ,1,1,28,28,28,1,0,0,0,0,0,1,2.8,3.3,3.8
545,2021,9,27,Jimmy Graham (FA) ,1,3,28,28,28,1,0,0,0,0,0,1,2.8,3.3,3.8
572,2021,10,22,Dallas Goedert (PHI) ,2,2,28,14,24,1,0,0,0,0,0,1,2.8,3.8,4.8
606,2021,11,26,Jared Cook (FA) ,3,5,28,9.3,13,0,0,0,0,0,0,1,2.8,4.3,5.8
607,2021,11,27,Kyle Rudolph (TB) ,1,1,28,28,28,1,0,0,0,0,0,1,2.8,3.3,3.8
765,2021,16,27,Dallas Goedert (PHI) ,2,4,28,14,16,0,0,0,0,0,0,1,2.8,3.8,4.8
776,2021,17,4,David Njoku (CLE) ,4,4,28,7,9,0,1,0,0,0,0,1,8.8,10.8,12.8
793,2021,17,28,Austin Hooper (TEN) ,2,5,28,14,21,1,0,0,0,0,0,1,2.8,3.8,4.8
794,2021,17,29,Mo Alie-Cox (IND) ,3,5,28,9.3,17,0,0,0,0,0,0,1,2.8,4.3,5.8
855,2020,1,24,Kyle Rudolph (TB) ,2,2,28,14,22,1,0,0,0,0,0,1,2.8,3.8,4.8
925,2020,3,33,Jordan Akins (HOU) ,2,3,28,14,20,1,0,0,0,0,0,1,2.8,3.8,4.8
1030,2020,7,7,Gerald Everett (LAC) ,4,5,28,7,16,0,1,0,0,0,0,1,8.8,10.8,12.8
1099,2020,9,26,Logan Thomas (WAS) ,3,6,28,9.3,14,0,0,0,0,0,0,1,2.8,4.3,5.8
1157,2020,11,27,Kyle Rudolph (TB) ,3,3,28,9.3,12,0,0,0,0,0,0,1,2.8,4.3,5.8
1204,2020,13,9,Jared Cook (FA) ,3,5,28,9.3,11,0,1,0,0,0,0,1,8.8,10.3,11.8
1218,2020,13,30,Will Dissly (SEA) ,4,5,28,7,10,0,0,0,0,0,0,1,2.8,4.8,6.8
1291,2020,15,34,Gerald Everett (LAC) ,2,5,28,14,15,0,0,0,0,0,0,1,2.8,3.8,4.8
1345,2020,17,9,Hayden Hurst (CIN) ,4,6,28,7,14,0,1,0,0,0,0,1,8.8,10.8,12.8
167,2022,6,26,Gerald Everett (LAC) ,5,7,29,5.8,9,0,0,0,0,0,0,1,2.9,5.4,7.9
241,2022,9,21,Robert Tonyan (GB) ,3,4,29,9.7,17,0,0,0,0,0,0,1,2.9,4.4,5.9
378,2021,4,25,Dan Arnold (JAC) ,2,2,29,14.5,17,0,0,0,0,0,0,1,2.9,3.9,4.9
379,2021,4,26,Cameron Brate (TB) ,2,6,29,14.5,18,0,0,0,0,0,0,1,2.9,3.9,4.9
380,2021,4,27,Hayden Hurst (CIN) ,4,4,29,7.3,12,0,0,0,0,0,0,1,2.9,4.9,6.9
415,2021,5,28,Will Dissly (SEA) ,2,4,29,14.5,21,1,0,0,0,0,0,1,2.9,3.9,4.9
416,2021,5,29,Jared Cook (FA) ,1,3,29,29,29,1,0,0,0,0,0,1,2.9,3.4,3.9
438,2021,6,7,Zach Ertz (ARI) ,4,6,29,7.3,16,0,1,0,0,0,0,1,8.9,10.9,12.9
605,2021,11,25,Kyle Pitts (ATL) ,3,5,29,9.7,16,0,0,0,0,0,0,1,2.9,4.4,5.9
633,2021,12,20,James O'Shaughnessy (FA) ,3,5,29,9.7,21,1,0,0,0,0,0,1,2.9,4.4,5.9
671,2021,13,23,Jared Cook (FA) ,3,4,29,9.7,23,1,0,0,0,0,0,1,2.9,4.4,5.9
730,2021,15,25,Rob Gronkowski (FA) ,2,11,29,14.5,19,0,0,0,0,0,0,1,2.9,3.9,4.9
731,2021,15,28,David Njoku (CLE) ,3,5,29,9.7,13,0,0,0,0,0,0,1,2.9,4.4,5.9
791,2021,17,23,George Kittle (SF) ,1,2,29,29,29,1,0,1,6,0,0,1,3.5,4,4.5
893,2020,2,28,Mark Andrews (BAL) ,1,3,29,29,29,1,0,0,0,0,0,1,2.9,3.4,3.9
924,2020,3,32,James O'Shaughnessy (FA) ,3,4,29,9.7,12,0,0,0,0,0,0,1,2.9,4.4,5.9
959,2020,4,31,Rob Gronkowski (FA) ,1,3,29,29,29,1,0,0,0,0,0,1,2.9,3.4,3.9
1006,2020,6,14,Jack Doyle (FA) ,3,3,29,9.7,17,0,1,0,0,0,1,1,6.9,8.4,9.9
1070,2020,8,23,Jonnu Smith (NE) ,2,2,29,14.5,19,0,0,0,0,0,0,1,2.9,3.9,4.9
1156,2020,11,24,Drew Sample (CIN) ,2,4,29,14.5,18,0,0,0,0,0,0,1,2.9,3.9,4.9
1289,2020,15,30,Jared Cook (FA) ,2,5,29,14.5,21,1,0,0,0,0,0,1,2.9,3.9,4.9
1290,2020,15,31,Rob Gronkowski (FA) ,3,7,29,9.7,17,0,0,0,0,0,0,1,2.9,4.4,5.9
1355,2020,17,23,Dawson Knox (BUF) ,2,8,29,14.5,19,0,0,0,0,0,0,1,2.9,3.9,4.9
1356,2020,17,24,Rob Gronkowski (FA) ,2,4,29,14.5,18,0,0,0,0,0,0,1,2.9,3.9,4.9
47,2022,2,22,Foster Moreau (LV) ,3,4,30,10,19,0,0,0,0,0,0,1,3,4.5,6
139,2022,5,22,Mike Gesicki (MIA) ,1,2,30,30,30,2,0,0,0,0,0,1,3,3.5,4
259,2021,1,7,Logan Thomas (WAS) ,3,3,30,10,12,0,1,0,0,0,0,1,9,10.5,12
604,2021,11,24,Jack Doyle (FA) ,3,5,30,10,18,0,0,0,0,0,0,1,3,4.5,6
687,2021,14,6,Austin Hooper (TEN) ,5,6,30,6,9,0,1,0,0,0,0,1,9,11.5,14
748,2021,16,6,Jimmy Graham (FA) ,2,2,30,15,15,0,1,0,0,0,0,1,9,10,11
764,2021,16,25,Noah Fant (SEA) ,3,4,30,10,20,1,0,0,0,0,0,1,3,4.5,6
854,2020,1,23,Mike Gesicki (MIA) ,3,5,30,10,18,0,0,0,0,0,0,1,3,4.5,6
892,2020,2,27,Dallas Goedert (PHI) ,4,8,30,7.5,11,0,0,0,0,0,0,1,3,5,7
957,2020,4,29,Durham Smythe (MIA) ,2,2,30,15,18,0,0,0,0,0,0,1,3,4,5
1015,2020,6,25,Evan Engram (JAC) ,2,3,30,15,21,1,0,0,0,0,0,1,3,4,5
1106,2020,9,38,Jared Cook (FA) ,2,3,30,15,19,0,0,0,0,0,1,1,1,2,3
1113,2020,10,3,Hunter Henry (NE) ,4,6,30,7.5,17,0,1,0,0,0,0,1,9,11,13
1242,2020,14,17,Eric Ebron (FA) ,2,5,30,15,17,0,0,0,0,0,0,1,3,4,5
1310,2020,16,11,Jonnu Smith (NE) ,3,7,30,10,12,0,1,0,0,0,0,1,9,10.5,12
1354,2020,17,22,Irv Smith Jr. (MIN) ,2,3,30,15,25,1,0,0,0,0,0,1,3,4,5
62,2022,3,6,Jordan Akins (HOU) ,3,4,31,10.3,25,1,1,0,0,0,0,1,9.1,10.6,12.1
220,2022,8,24,Foster Moreau (LV) ,6,9,31,5.2,12,0,0,0,0,0,0,1,3.1,6.1,9.1
276,2021,1,26,Kyle Pitts (ATL) ,4,8,31,7.8,18,0,0,0,0,0,0,1,3.1,5.1,7.1
277,2021,1,27,Hunter Henry (NE) ,3,3,31,10.3,16,0,0,0,0,0,0,1,3.1,4.6,6.1
571,2021,10,20,Jack Doyle (FA) ,3,5,31,10.3,12,0,0,0,0,0,0,1,3.1,4.6,6.1
580,2021,10,37,Pat Freiermuth (PIT) ,5,9,31,6.2,10,0,0,0,0,0,1,1,1.1,3.6,6.1
637,2021,12,24,Logan Thomas (WAS) ,3,6,31,10.3,14,0,0,0,0,0,0,1,3.1,4.6,6.1
763,2021,16,23,Durham Smythe (MIA) ,3,3,31,10.3,13,0,0,0,0,0,0,1,3.1,4.6,6.1
891,2020,2,26,Foster Moreau (LV) ,1,1,31,31,31,2,0,0,0,0,0,1,3.1,3.6,4.1
923,2020,3,31,Logan Thomas (WAS) ,4,7,31,7.8,14,0,0,0,0,0,0,1,3.1,5.1,7.1
1044,2020,7,27,Travis Kelce (KC) ,3,3,31,10.3,17,0,0,0,0,0,0,1,3.1,4.6,6.1
1045,2020,7,28,Jimmy Graham (FA) ,5,6,31,6.2,14,0,0,0,0,0,0,1,3.1,5.6,8.1
1112,2020,10,2,Cameron Brate (TB) ,3,3,31,10.3,19,0,1,0,0,0,0,1,9.1,10.6,12.1
1217,2020,13,27,Zach Ertz (ARI) ,2,4,31,15.5,20,1,0,0,0,0,0,1,3.1,4.1,5.1
1327,2020,16,32,Tyler Conklin (NYJ) ,4,6,31,7.8,9,0,0,0,0,0,0,1,3.1,5.1,7.1
46,2022,2,21,David Njoku (CLE) ,3,5,32,10.7,15,0,0,0,0,0,0,1,3.2,4.7,6.2
74,2022,3,24,Irv Smith Jr. (MIN) ,2,6,32,16,17,0,0,0,0,0,0,1,3.2,4.2,5.2
111,2022,4,26,Cameron Brate (TB) ,4,8,32,8,11,0,0,0,0,0,0,1,3.2,5.2,7.2
129,2022,5,6,Adam Trautman (NO) ,2,3,32,16,22,1,1,0,0,0,0,1,9.2,10.2,11.2
191,2022,7,21,Robert Tonyan (GB) ,3,4,32,10.7,19,0,0,0,0,0,0,1,3.2,4.7,6.2
192,2022,7,22,Cole Kmet (CHI) ,2,3,32,16,26,1,0,0,0,0,0,1,3.2,4.2,5.2
348,2021,3,24,Jordan Akins (HOU) ,4,5,32,8,12,0,0,0,0,0,0,1,3.2,5.2,7.2
370,2021,4,11,Hunter Henry (NE) ,4,5,32,8,11,0,1,0,0,0,0,1,9.2,11.2,13.2
570,2021,10,19,Adam Trautman (NO) ,5,6,32,6.4,8,0,0,0,0,0,0,1,3.2,5.7,8.2
619,2021,12,1,Dawson Knox (BUF) ,3,3,32,10.7,24,1,2,0,0,0,0,1,15.2,16.7,18.2
635,2021,12,22,Durham Smythe (MIA) ,5,5,32,6.4,11,0,0,2,3,0,0,1,3.5,6,8.5
686,2021,14,5,Pat Freiermuth (PIT) ,2,3,32,16,17,0,1,0,0,0,0,1,9.2,10.2,11.2
729,2021,15,24,Jared Cook (FA) ,3,7,32,10.7,15,0,0,0,0,0,0,1,3.2,4.7,6.2
792,2021,17,25,C.J. Uzomah (NYJ) ,4,6,32,8,11,0,0,0,0,0,0,1,3.2,5.2,7.2
817,2021,18,21,Durham Smythe (MIA) ,2,2,32,16,17,0,0,0,0,0,0,1,3.2,4.2,5.2
1029,2020,7,6,Jared Cook (FA) ,3,4,32,10.7,22,1,1,0,0,0,0,1,9.2,10.7,12.2
1042,2020,7,25,Robert Tonyan (GB) ,2,2,32,16,31,2,0,0,0,0,0,1,3.2,4.2,5.2
1043,2020,7,26,James O'Shaughnessy (FA) ,3,3,32,10.7,22,1,0,0,0,0,0,1,3.2,4.7,6.2
1068,2020,8,21,Gerald Everett (LAC) ,5,9,32,6.4,11,0,0,0,0,0,0,1,3.2,5.7,8.2
1069,2020,8,22,Mark Andrews (BAL) ,3,6,32,10.7,18,0,0,0,0,0,0,1,3.2,4.7,6.2
1089,2020,9,7,Jonnu Smith (NE) ,2,2,32,16,30,2,1,0,0,0,0,1,9.2,10.2,11.2
1182,2020,12,21,Jimmy Graham (FA) ,3,4,32,10.7,16,0,0,0,0,0,0,1,3.2,4.7,6.2
1216,2020,13,26,Evan Engram (JAC) ,4,8,32,8,11,0,0,0,0,0,0,1,3.2,5.2,7.2
15,2022,1,25,Albert Okwuegbunam (DEN) ,5,6,33,6.6,12,0,0,0,0,0,0,1,3.3,5.8,8.3
16,2022,1,26,Jonnu Smith (NE) ,3,4,33,11,15,0,0,0,0,0,0,1,3.3,4.8,6.3
110,2022,4,23,Jordan Akins (HOU) ,2,2,33,16.5,30,2,0,0,0,0,0,1,3.3,4.3,5.3
219,2022,8,23,Mark Andrews (BAL) ,3,5,33,11,22,1,0,0,0,0,0,1,3.3,4.8,6.3
297,2021,2,7,Noah Fant (SEA) ,4,6,33,8.3,14,0,1,0,0,0,0,1,9.3,11.3,13.3
413,2021,5,25,Anthony Firkser (ATL) ,3,4,33,11,14,0,0,0,0,0,0,1,3.3,4.8,6.3
507,2021,8,20,Hunter Henry (NE) ,1,3,33,33,33,2,0,0,0,0,0,1,3.3,3.8,4.3
508,2021,8,21,Harrison Bryant (CLE) ,2,2,33,16.5,21,1,0,0,0,0,0,1,3.3,4.3,5.3
509,2021,8,22,C.J. Uzomah (NYJ) ,4,4,33,8.3,11,0,0,0,0,0,0,1,3.3,5.3,7.3
636,2021,12,23,Darren Waller (LV) ,2,5,33,16.5,21,1,0,0,0,0,0,1,3.3,4.3,5.3
670,2021,13,22,Noah Fant (SEA) ,4,4,33,8.3,12,0,0,0,0,0,0,1,3.3,5.3,7.3
728,2021,15,23,Evan Engram (JAC) ,4,5,33,8.3,15,0,0,0,0,0,0,1,3.3,5.3,7.3
816,2021,18,20,Hayden Hurst (CIN) ,1,1,33,33,33,2,0,0,0,0,0,1,3.3,3.8,4.3
956,2020,4,27,Jimmy Graham (FA) ,4,5,33,8.3,11,0,0,0,0,0,0,1,3.3,5.3,7.3
974,2020,5,7,Jimmy Graham (FA) ,3,5,33,11,13,0,1,0,0,0,0,1,9.3,10.8,12.3
1014,2020,6,23,Zach Ertz (ARI) ,4,10,33,8.3,11,0,0,0,0,0,0,1,3.3,5.3,7.3
1067,2020,8,20,Hunter Henry (NE) ,4,4,33,8.3,13,0,0,0,0,0,0,1,3.3,5.3,7.3
1098,2020,9,25,Hunter Henry (NE) ,4,7,33,8.3,11,0,0,0,0,0,0,1,3.3,5.3,7.3
1124,2020,10,18,Robert Tonyan (GB) ,3,4,33,11,23,1,0,0,0,0,0,1,3.3,4.8,6.3
1125,2020,10,20,Dallas Goedert (PHI) ,4,6,33,8.3,12,0,0,0,0,0,0,1,3.3,5.3,7.3
1154,2020,11,21,Anthony Firkser (ATL) ,4,5,33,8.3,12,0,0,0,0,0,0,1,3.3,5.3,7.3
1155,2020,11,22,Austin Hooper (TEN) ,3,5,33,11,21,1,0,0,0,0,0,1,3.3,4.8,6.3
1326,2020,16,31,Zach Ertz (ARI) ,3,7,33,11,17,0,0,0,0,0,0,1,3.3,4.8,6.3
61,2022,3,5,Will Dissly (SEA) ,3,3,34,11.3,18,0,1,0,0,0,0,1,9.4,10.9,12.4
210,2022,8,7,Zach Ertz (ARI) ,4,5,34,8.5,13,0,1,0,0,0,0,1,9.4,11.4,13.4
240,2022,9,20,Austin Hooper (TEN) ,2,3,34,17,18,0,0,0,0,0,0,1,3.4,4.4,5.4
275,2021,1,25,Zach Ertz (ARI) ,2,2,34,17,28,1,0,0,0,0,0,1,3.4,4.4,5.4
296,2021,2,6,Foster Moreau (LV) ,2,3,34,17,25,1,1,0,0,0,0,1,9.4,10.4,11.4
506,2021,8,19,Albert Okwuegbunam (DEN) ,3,3,34,11.3,19,0,0,0,0,0,0,1,3.4,4.9,6.4
589,2021,11,6,George Kittle (SF) ,4,4,34,8.5,13,0,1,0,0,0,0,1,9.4,11.4,13.4
628,2021,12,10,Jimmy Graham (FA) ,2,3,34,17,17,0,1,0,0,0,0,1,9.4,10.4,11.4
669,2021,13,21,Foster Moreau (LV) ,1,3,34,34,34,2,0,0,0,0,0,1,3.4,3.9,4.4
698,2021,14,22,Anthony Firkser (ATL) ,4,5,34,8.5,11,0,0,0,0,0,0,1,3.4,5.4,7.4
806,2021,18,7,Travis Kelce (KC) ,4,5,34,8.5,12,0,1,0,0,0,0,1,9.4,11.4,13.4
922,2020,3,30,Gerald Everett (LAC) ,2,2,34,17,18,0,0,0,0,0,0,1,3.4,4.4,5.4
941,2020,4,6,Austin Hooper (TEN) ,5,7,34,6.8,12,0,1,0,0,0,0,1,9.4,11.9,14.4
1013,2020,6,22,Jimmy Graham (FA) ,5,8,34,6.8,10,0,0,0,0,0,0,1,3.4,5.9,8.4
1123,2020,10,17,Dan Arnold (JAC) ,4,4,34,8.5,11,0,0,0,0,0,0,1,3.4,5.4,7.4
1181,2020,12,20,Cameron Brate (TB) ,4,6,34,8.5,14,0,0,0,0,0,0,1,3.4,5.4,7.4
1250,2020,14,25,Dalton Schultz (DAL) ,3,3,34,11.3,15,0,0,0,0,0,0,1,3.4,4.9,6.4
1251,2020,14,26,Tyler Higbee (LAR) ,2,2,34,17,25,1,0,0,0,0,0,1,3.4,4.4,5.4
1258,2020,14,41,Dawson Knox (BUF) ,4,7,34,8.5,16,0,0,0,0,0,1,1,1.4,3.4,5.4
1325,2020,16,30,Tyler Higbee (LAR) ,3,6,34,11.3,22,1,0,0,0,0,0,1,3.4,4.9,6.4
218,2022,8,21,Robert Tonyan (GB) ,5,6,35,7,15,0,0,0,0,0,0,1,3.5,6,8.5
239,2022,9,19,Hayden Hurst (CIN) ,5,5,35,7,13,0,0,0,0,0,0,1,3.5,6,8.5
274,2021,1,24,C.J. Uzomah (NYJ) ,2,2,35,17.5,32,2,0,0,0,0,0,1,3.5,4.5,5.5
346,2021,3,21,Kyle Pitts (ATL) ,2,3,35,17.5,25,1,0,0,0,0,0,1,3.5,4.5,5.5
347,2021,3,23,Cameron Brate (TB) ,4,5,35,8.8,17,0,0,0,0,0,0,1,3.5,5.5,7.5
485,2021,7,22,Hayden Hurst (CIN) ,3,4,35,11.7,15,0,0,0,0,0,0,1,3.5,5,6.5
603,2021,11,22,Tyler Conklin (NYJ) ,3,3,35,11.7,15,0,0,0,0,0,0,1,3.5,5,6.5
626,2021,12,8,T.J. Hockenson (MIN) ,3,3,35,11.7,17,0,1,0,0,0,0,1,9.5,11,12.5
627,2021,12,9,David Njoku (CLE) ,3,5,35,11.7,20,1,1,0,0,0,0,1,9.5,11,12.5
954,2020,4,23,Evan Engram (JAC) ,6,10,35,5.8,12,0,0,0,0,0,0,1,3.5,6.5,9.5
955,2020,4,25,Noah Fant (SEA) ,5,6,35,7,11,0,0,0,0,0,0,1,3.5,6,8.5
1012,2020,6,21,Dalton Schultz (DAL) ,4,5,35,8.8,13,0,0,0,0,0,0,1,3.5,5.5,7.5
1066,2020,8,19,Cameron Brate (TB) ,2,2,35,17.5,25,1,0,0,0,0,0,1,3.5,4.5,5.5
1171,2020,12,7,Mike Gesicki (MIA) ,2,5,35,17.5,22,1,1,0,0,0,0,1,9.5,10.5,11.5
14,2022,1,24,Robert Tonyan (GB) ,3,5,36,12,23,1,0,0,0,0,0,1,3.6,5.1,6.6
35,2022,2,6,Irv Smith Jr. (MIN) ,5,8,36,7.2,15,0,1,0,0,0,0,1,9.6,12.1,14.6
238,2022,9,18,Gerald Everett (LAC) ,5,8,36,7.2,16,0,0,1,0,0,0,1,3.6,6.1,8.6
309,2021,2,22,Pat Freiermuth (PIT) ,4,4,36,9,14,0,0,0,0,0,0,1,3.6,5.6,7.6
345,2021,3,20,Hunter Henry (NE) ,5,6,36,7.2,9,0,0,0,0,0,0,1,3.6,6.1,8.6
377,2021,4,22,Tyler Higbee (LAR) ,4,6,36,9,18,0,0,0,0,0,0,1,3.6,5.6,7.6
455,2021,6,28,Tyler Higbee (LAR) ,5,5,36,7.2,10,0,0,0,0,0,0,1,3.6,6.1,8.6
488,2021,7,30,Adam Trautman (NO) ,3,3,36,12,15,0,0,0,0,0,1,1,1.6,3.1,4.6
543,2021,9,25,Drew Sample (CIN) ,3,3,36,12,19,0,0,0,0,0,0,1,3.6,5.1,6.6
762,2021,16,21,C.J. Uzomah (NYJ) ,5,7,36,7.2,16,0,0,0,0,0,0,1,3.6,6.1,8.6
790,2021,17,21,Gerald Everett (LAC) ,3,5,36,12,15,0,0,0,0,0,0,1,3.6,5.1,6.6
843,2020,1,10,Jonnu Smith (NE) ,4,7,36,9,22,1,1,0,0,0,0,1,9.6,11.6,13.6
