,YEAR,WEEK,RANK,PLAYER,REC,TGT,REC YDS,Y/R,LG,20+,REC TD,ATT,RUSH YDS,RUSH TD,FL,G,Zero PPR,Half PPR,One PPR
1194,2020,12,41,Tyler Higbee (LAR) ,1,2,6,6,6,0,0,0,0,0,0,1,0.6,1.1,1.6
1300,2020,15,51,James O'Shaughnessy (FA) ,1,1,6,6,6,0,0,0,0,0,0,1,0.6,1.1,1.6
1339,2020,16,57,Durham Smythe (MIA) ,2,2,6,3,5,0,0,0,0,0,0,1,0.6,1.6,2.6
24,2022,1,44,David Njoku (CLE) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
25,2022,1,45,Cameron Brate (TB) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
90,2022,3,52,Hayden Hurst (CIN) ,1,2,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
148,2022,5,42,Mo Alie-Cox (IND) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
149,2022,5,44,Austin Hooper (TEN) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
162,2022,6,14,Irv Smith Jr. (MIN) ,4,4,7,1.8,4,0,1,0,0,0,0,1,6.7,8.7,10.7
177,2022,6,50,Tyler Higbee (LAR) ,1,2,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
201,2022,7,42,Noah Fant (SEA) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
252,2022,9,42,Tyler Conklin (NYJ) ,1,2,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
431,2021,5,53,Zach Ertz (ARI) ,1,6,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
432,2021,5,54,Pat Freiermuth (PIT) ,2,2,7,3.5,4,0,0,0,0,0,0,1,0.7,1.7,2.7
523,2021,8,52,Gerald Everett (LAC) ,1,2,7,7,7,0,0,1,-5,0,0,1,0.2,0.7,1.2
555,2021,9,47,Anthony Firkser (ATL) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
650,2021,12,47,Anthony Firkser (ATL) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
681,2021,13,38,Will Dissly (SEA) ,2,2,7,3.5,5,0,0,0,0,0,0,1,0.7,1.7,2.7
737,2021,15,44,Tyler Conklin (NYJ) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
866,2020,1,47,Drew Sample (CIN) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
867,2020,1,48,Gerald Everett (LAC) ,1,2,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
933,2020,3,50,Dallas Goedert (PHI) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
934,2020,3,51,Durham Smythe (MIA) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
1022,2020,6,38,David Njoku (CLE) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
1050,2020,7,45,Anthony Firkser (ATL) ,2,2,7,3.5,4,0,0,0,0,0,0,1,0.7,1.7,2.7
1108,2020,9,42,Albert Okwuegbunam (DEN) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
1136,2020,10,42,Cole Kmet (CHI) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
1265,2020,14,53,Hayden Hurst (CIN) ,1,3,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
1373,2020,17,51,Foster Moreau (LV) ,1,1,7,7,7,0,0,0,0,0,0,1,0.7,1.2,1.7
56,2022,2,43,Dan Arnold (JAC) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
89,2022,3,50,Hunter Henry (NE) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
132,2022,5,10,Durham Smythe (MIA) ,1,1,8,8,8,0,0,1,1,1,0,1,6.9,7.4,7.9
176,2022,6,48,Adam Trautman (NO) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
200,2022,7,39,Kyle Rudolph (TB) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
228,2022,8,46,Dan Arnold (JAC) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
250,2022,9,39,Evan Engram (JAC) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
251,2022,9,40,Adam Trautman (NO) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
289,2021,1,44,Kyle Rudolph (TB) ,2,5,8,4,6,0,0,0,0,0,0,1,0.8,1.8,2.8
290,2021,1,45,Robert Tonyan (GB) ,2,4,8,4,5,0,0,0,0,0,0,1,0.8,1.8,2.8
322,2021,2,46,Cameron Brate (TB) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
323,2021,2,49,Tyler Higbee (LAR) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
356,2021,3,40,Foster Moreau (LV) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
391,2021,4,43,Robert Tonyan (GB) ,2,7,8,4,6,0,0,0,0,0,0,1,0.8,1.8,2.8
392,2021,4,44,Eric Ebron (FA) ,2,2,8,4,4,0,0,0,0,0,0,1,0.8,1.8,2.8
430,2021,5,52,Robert Tonyan (GB) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
447,2021,6,16,Will Dissly (SEA) ,2,2,8,4,7,0,1,0,0,0,0,1,6.8,7.8,8.8
456,2021,6,29,Kyle Rudolph (TB) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
492,2021,7,39,Kyle Rudolph (TB) ,2,2,8,4,7,0,0,0,0,0,0,1,0.8,1.8,2.8
518,2021,8,40,Noah Fant (SEA) ,2,4,8,4,7,0,0,0,0,0,0,1,0.8,1.8,2.8
519,2021,8,41,Anthony Firkser (ATL) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
649,2021,12,45,Mo Alie-Cox (IND) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
689,2021,14,9,Jared Cook (FA) ,2,5,8,4,7,0,1,0,0,0,0,1,6.8,7.8,8.8
707,2021,14,43,Evan Engram (JAC) ,1,4,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
800,2021,17,41,Will Dissly (SEA) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
830,2021,18,42,Kyle Pitts (ATL) ,2,5,8,4,7,0,0,0,0,0,0,1,0.8,1.8,2.8
831,2021,18,43,Drew Sample (CIN) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
865,2020,1,45,Will Dissly (SEA) ,2,2,8,4,5,0,0,0,0,0,0,1,0.8,1.8,2.8
967,2020,4,51,Logan Thomas (WAS) ,1,4,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
968,2020,4,52,Foster Moreau (LV) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
992,2020,5,37,Hayden Hurst (CIN) ,2,6,8,4,9,0,0,0,0,0,0,1,0.8,1.8,2.8
1049,2020,7,44,Cameron Brate (TB) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
1080,2020,8,39,Mike Gesicki (MIA) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
1192,2020,12,39,Adam Trautman (NO) ,1,1,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
1193,2020,12,40,Cole Kmet (CHI) ,1,3,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
1264,2020,14,51,Zach Ertz (ARI) ,2,3,8,4,6,0,0,0,0,0,0,1,0.8,1.8,2.8
1315,2020,16,18,Drew Sample (CIN) ,1,1,8,8,8,0,1,0,0,0,0,1,6.8,7.3,7.8
1372,2020,17,50,Jonnu Smith (NE) ,1,2,8,8,8,0,0,0,0,0,0,1,0.8,1.3,1.8
54,2022,2,41,Cameron Brate (TB) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
55,2022,2,42,Mo Alie-Cox (IND) ,1,3,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
75,2022,3,26,Evan Engram (JAC) ,1,3,9,9,9,0,0,1,0,0,0,1,0.9,1.4,1.9
87,2022,3,47,Mo Alie-Cox (IND) ,1,3,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
88,2022,3,48,Adam Trautman (NO) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
199,2022,7,38,Kyle Pitts (ATL) ,3,5,9,3,7,0,0,0,0,0,0,1,0.9,2.4,3.9
288,2021,1,43,Durham Smythe (MIA) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
429,2021,5,51,Drew Sample (CIN) ,2,4,9,4.5,6,0,0,0,0,0,0,1,0.9,1.9,2.9
463,2021,6,42,Jonnu Smith (NE) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
491,2021,7,37,Anthony Firkser (ATL) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
617,2021,11,43,C.J. Uzomah (NYJ) ,2,3,9,4.5,7,0,0,0,0,0,0,1,0.9,1.9,2.9
647,2021,12,43,Dan Arnold (JAC) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
648,2021,12,44,C.J. Uzomah (NYJ) ,3,3,9,3,7,0,0,0,0,0,0,1,0.9,2.4,3.9
706,2021,14,41,Jimmy Graham (FA) ,2,3,9,4.5,6,0,0,0,0,0,0,1,0.9,1.9,2.9
736,2021,15,42,Kyle Rudolph (TB) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
771,2021,16,40,Drew Sample (CIN) ,2,2,9,4.5,5,0,0,0,0,0,0,1,0.9,1.9,2.9
772,2021,16,41,Hunter Henry (NE) ,1,6,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
799,2021,17,39,Foster Moreau (LV) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
829,2021,18,41,Harrison Bryant (CLE) ,1,3,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
864,2020,1,43,Evan Engram (JAC) ,2,7,9,4.5,5,0,0,0,0,0,0,1,0.9,1.9,2.9
902,2020,2,41,Will Dissly (SEA) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
932,2020,3,49,Darren Waller (LV) ,2,4,9,4.5,8,0,0,0,0,0,0,1,0.9,1.9,2.9
942,2020,4,7,T.J. Hockenson (MIN) ,2,4,9,4.5,8,0,1,0,0,0,0,1,6.9,7.9,8.9
958,2020,4,30,Zach Ertz (ARI) ,4,5,9,2.3,8,0,0,0,0,0,0,1,0.9,2.9,4.9
1021,2020,6,36,Eric Ebron (FA) ,2,4,9,4.5,7,0,0,0,0,0,0,1,0.9,1.9,2.9
1048,2020,7,41,Jonnu Smith (NE) ,1,4,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1058,2020,8,10,Albert Okwuegbunam (DEN) ,1,1,9,9,9,0,1,0,0,0,0,1,6.9,7.4,7.9
1107,2020,9,39,James O'Shaughnessy (FA) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1115,2020,10,6,Durham Smythe (MIA) ,2,2,9,4.5,7,0,1,0,0,0,0,1,6.9,7.9,8.9
1135,2020,10,39,Drew Sample (CIN) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1225,2020,13,42,Adam Trautman (NO) ,3,3,9,3,5,0,0,0,0,0,0,1,0.9,2.4,3.9
1226,2020,13,43,Hayden Hurst (CIN) ,1,4,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1261,2020,14,47,Cameron Brate (TB) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1262,2020,14,48,Gerald Everett (LAC) ,1,3,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1263,2020,14,50,Mo Alie-Cox (IND) ,1,1,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
1371,2020,17,49,Jordan Akins (HOU) ,1,2,9,9,9,0,0,0,0,0,0,1,0.9,1.4,1.9
214,2022,8,13,Dawson Knox (BUF) ,2,3,10,5,9,0,1,0,0,0,0,1,7,8,9
227,2022,8,41,Jonnu Smith (NE) ,3,4,10,3.3,7,0,0,0,0,0,0,1,1,2.5,4
354,2021,3,37,T.J. Hockenson (MIN) ,2,2,10,5,5,0,0,0,0,0,0,1,1,2,3
355,2021,3,38,Jack Doyle (FA) ,1,2,10,10,10,0,0,0,0,0,0,1,1,1.5,2
428,2021,5,50,Eric Ebron (FA) ,2,2,10,5,5,0,0,0,0,0,0,1,1,2,3
445,2021,6,14,Eric Ebron (FA) ,2,2,10,5,6,0,0,1,1,1,0,1,7.1,8.1,9.1
462,2021,6,40,Robert Tonyan (GB) ,2,3,10,5,6,0,0,0,0,0,0,1,1,2,3
582,2021,10,39,Jared Cook (FA) ,1,3,10,10,10,0,0,0,0,0,0,1,1,1.5,2
680,2021,13,34,Zach Ertz (ARI) ,1,2,10,10,10,0,0,0,0,0,0,1,1,1.5,2
828,2021,18,38,George Kittle (SF) ,5,7,10,2,6,0,0,0,0,0,0,1,1,3.5,6
947,2020,4,16,Gerald Everett (LAC) ,1,1,10,10,10,0,0,1,2,1,1,1,5.2,5.7,6.2
991,2020,5,34,Kyle Rudolph (TB) ,1,2,10,10,10,0,0,0,0,0,0,1,1,1.5,2
1084,2020,9,2,Irv Smith Jr. (MIN) ,2,4,10,5,9,0,2,0,0,0,0,1,13,14,15
1164,2020,11,42,Will Dissly (SEA) ,1,1,10,10,10,0,0,0,0,0,0,1,1,1.5,2
1223,2020,13,40,Tyler Conklin (NYJ) ,1,1,10,10,10,0,0,0,0,0,0,1,1,1.5,2
1224,2020,13,41,Jordan Akins (HOU) ,2,3,10,5,9,0,0,0,0,0,0,1,1,2,3
1370,2020,17,45,James O'Shaughnessy (FA) ,1,1,10,10,10,0,0,0,0,0,0,1,1,1.5,2
52,2022,2,39,Noah Fant (SEA) ,2,2,11,5.5,7,0,0,0,0,0,0,1,1.1,2.1,3.1
53,2022,2,40,Robert Tonyan (GB) ,2,2,11,5.5,9,0,0,0,0,0,0,1,1.1,2.1,3.1
147,2022,5,38,Anthony Firkser (ATL) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
213,2022,8,12,Cole Kmet (CHI) ,2,2,11,5.5,10,0,1,0,0,0,0,1,7.1,8.1,9.1
287,2021,1,42,Jimmy Graham (FA) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
353,2021,3,36,Cole Kmet (CHI) ,1,4,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
388,2021,4,38,Albert Okwuegbunam (DEN) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
389,2021,4,39,Pat Freiermuth (PIT) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
390,2021,4,40,Austin Hooper (TEN) ,1,5,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
460,2021,6,37,Anthony Firkser (ATL) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
461,2021,6,39,Foster Moreau (LV) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
486,2021,7,27,Gerald Everett (LAC) ,3,3,11,3.7,10,0,0,1,12,0,0,1,2.3,3.8,5.3
517,2021,8,37,Dalton Schultz (DAL) ,2,7,11,5.5,7,0,0,0,0,0,0,1,1.1,2.1,3.1
557,2021,10,2,Tyler Conklin (NYJ) ,3,5,11,3.7,5,0,2,0,0,0,0,1,13.1,14.6,16.1
581,2021,10,38,David Njoku (CLE) ,1,4,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
595,2021,11,12,Pat Freiermuth (PIT) ,4,7,11,2.8,5,0,1,0,0,0,0,1,7.1,9.1,11.1
705,2021,14,40,Cameron Brate (TB) ,2,4,11,5.5,6,0,0,0,0,0,0,1,1.1,2.1,3.1
719,2021,15,11,Harrison Bryant (CLE) ,2,2,11,5.5,6,0,1,0,0,0,0,1,7.1,8.1,9.1
751,2021,16,9,Cameron Brate (TB) ,2,4,11,5.5,7,0,1,0,0,0,0,1,7.1,8.1,9.1
752,2021,16,10,Dawson Knox (BUF) ,2,3,11,5.5,9,0,1,0,0,0,0,1,7.1,8.1,9.1
826,2021,18,35,David Njoku (CLE) ,2,2,11,5.5,6,0,0,0,0,0,0,1,1.1,2.1,3.1
827,2021,18,36,Jack Doyle (FA) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
861,2020,1,39,Dalton Schultz (DAL) ,1,4,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
862,2020,1,40,Rob Gronkowski (FA) ,2,3,11,5.5,9,0,0,0,0,0,0,1,1.1,2.1,3.1
863,2020,1,41,Irv Smith Jr. (MIN) ,1,1,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
911,2020,3,12,Kyle Rudolph (TB) ,2,3,11,5.5,8,0,1,0,0,0,0,1,7.1,8.1,9.1
931,2020,3,47,Dan Arnold (JAC) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
1020,2020,6,34,Harrison Bryant (CLE) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
1133,2020,10,37,Austin Hooper (TEN) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
1134,2020,10,38,Tyler Conklin (NYJ) ,2,2,11,5.5,9,0,0,0,0,0,0,1,1.1,2.1,3.1
1338,2020,16,53,Anthony Firkser (ATL) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
1369,2020,17,43,Cameron Brate (TB) ,1,2,11,11,11,0,0,0,0,0,0,1,1.1,1.6,2.1
85,2022,3,45,Albert Okwuegbunam (DEN) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
86,2022,3,46,Kyle Rudolph (TB) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
145,2022,5,35,C.J. Uzomah (NYJ) ,2,2,12,6,9,0,0,0,0,0,0,1,1.2,2.2,3.2
146,2022,5,37,Pat Freiermuth (PIT) ,2,2,12,6,8,0,0,0,0,0,0,1,1.2,2.2,3.2
175,2022,6,43,Will Dissly (SEA) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
198,2022,7,36,Hunter Henry (NE) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
226,2022,8,38,Will Dissly (SEA) ,2,2,12,6,9,0,0,0,0,0,0,1,1.2,2.2,3.2
427,2021,5,49,Cameron Brate (TB) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
496,2021,8,8,Kyle Rudolph (TB) ,2,3,12,6,11,0,1,0,0,0,0,1,7.2,8.2,9.2
498,2021,8,10,Jack Doyle (FA) ,2,2,12,6,7,0,1,0,0,0,0,1,7.2,8.2,9.2
615,2021,11,38,Evan Engram (JAC) ,2,5,12,6,9,0,0,0,0,0,0,1,1.2,2.2,3.2
616,2021,11,40,Cole Kmet (CHI) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
645,2021,12,37,Noah Fant (SEA) ,3,4,12,4,7,0,0,0,0,0,0,1,1.2,2.7,4.2
646,2021,12,38,Albert Okwuegbunam (DEN) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
679,2021,13,32,Jonnu Smith (NE) ,1,1,12,12,12,0,0,1,-1,0,0,1,1.1,1.6,2.1
798,2021,17,34,Evan Engram (JAC) ,1,2,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
825,2021,18,33,Cameron Brate (TB) ,2,3,12,6,7,0,0,0,0,0,0,1,1.2,2.2,3.2
901,2020,2,38,Cole Kmet (CHI) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
966,2020,4,46,Jack Doyle (FA) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
990,2020,5,32,Tyler Higbee (LAR) ,2,2,12,6,9,0,0,0,0,0,0,1,1.2,2.2,3.2
1079,2020,8,36,Kyle Rudolph (TB) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
1222,2020,13,37,Jack Doyle (FA) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
1260,2020,14,44,Adam Trautman (NO) ,1,1,12,12,12,0,0,0,0,0,0,1,1.2,1.7,2.2
1299,2020,15,45,Cole Kmet (CHI) ,2,2,12,6,7,0,0,0,0,0,0,1,1.2,2.2,3.2
123,2022,4,50,Hunter Henry (NE) ,2,4,13,6.5,7,0,0,0,0,0,0,1,1.3,2.3,3.3
249,2022,9,36,Mo Alie-Cox (IND) ,2,2,13,6.5,8,0,0,0,0,0,0,1,1.3,2.3,3.3
490,2021,7,33,Jordan Akins (HOU) ,2,2,13,6.5,8,0,0,0,0,0,0,1,1.3,2.3,3.3
515,2021,8,34,Kyle Pitts (ATL) ,2,6,13,6.5,11,0,0,0,0,0,0,1,1.3,2.3,3.3
516,2021,8,35,Jonnu Smith (NE) ,2,2,13,6.5,11,0,0,0,0,0,0,1,1.3,2.3,3.3
579,2021,10,36,Eric Ebron (FA) ,2,2,13,6.5,9,0,0,0,0,0,0,1,1.3,2.3,3.3
644,2021,12,35,George Kittle (SF) ,1,2,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
677,2021,13,30,James O'Shaughnessy (FA) ,2,6,13,6.5,7,0,0,0,0,0,0,1,1.3,2.3,3.3
678,2021,13,31,Jack Doyle (FA) ,1,1,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
704,2021,14,37,Foster Moreau (LV) ,3,6,13,4.3,7,0,0,0,0,0,0,1,1.3,2.8,4.3
735,2021,15,38,Jimmy Graham (FA) ,1,2,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
770,2021,16,34,Anthony Firkser (ATL) ,1,1,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
882,2020,2,16,Jared Cook (FA) ,2,5,13,6.5,7,0,1,0,0,0,0,1,7.3,8.3,9.3
943,2020,4,10,Mo Alie-Cox (IND) ,1,2,13,13,13,0,1,0,0,0,0,1,7.3,7.8,8.3
1019,2020,6,33,Jonnu Smith (NE) ,1,2,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
1078,2020,8,35,Jimmy Graham (FA) ,2,7,13,6.5,11,0,0,0,0,0,0,1,1.3,2.3,3.3
1132,2020,10,33,T.J. Hockenson (MIN) ,2,4,13,6.5,8,0,0,0,0,0,0,1,1.3,2.3,3.3
1175,2020,12,13,Austin Hooper (TEN) ,2,2,13,6.5,9,0,1,0,0,0,0,1,7.3,8.3,9.3
1191,2020,12,32,Noah Fant (SEA) ,1,2,13,13,13,0,0,0,0,0,0,1,1.3,1.8,2.3
1337,2020,16,50,Gerald Everett (LAC) ,2,3,13,6.5,9,0,0,0,0,0,0,1,1.3,2.3,3.3
1368,2020,17,41,David Njoku (CLE) ,2,5,13,6.5,14,0,0,0,0,0,0,1,1.3,2.3,3.3
3,2022,1,7,Zach Ertz (ARI) ,2,4,14,7,8,0,1,0,0,0,0,1,7.4,8.4,9.4
23,2022,1,40,Durham Smythe (MIA) ,1,2,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
174,2022,6,41,Cameron Brate (TB) ,2,3,14,7,8,0,0,0,0,0,0,1,1.4,2.4,3.4
352,2021,3,32,Mo Alie-Cox (IND) ,2,2,14,7,11,0,0,0,0,0,0,1,1.4,2.4,3.4
371,2021,4,16,Jonnu Smith (NE) ,3,5,14,4.7,12,0,1,0,0,0,0,1,7.4,8.9,10.4
406,2021,5,10,Tyler Higbee (LAR) ,2,2,14,7,13,0,1,0,0,0,0,1,7.4,8.4,9.4
426,2021,5,45,Kyle Rudolph (TB) ,1,1,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
553,2021,9,39,Austin Hooper (TEN) ,2,2,14,7,11,0,0,0,0,0,0,1,1.4,2.4,3.4
578,2021,10,35,Dalton Schultz (DAL) ,1,2,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
676,2021,13,29,Dawson Knox (BUF) ,2,6,14,7,7,0,0,0,0,0,0,1,1.4,2.4,3.4
703,2021,14,35,Drew Sample (CIN) ,1,1,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
900,2020,2,37,Harrison Bryant (CLE) ,1,2,14,14,14,0,0,0,0,0,0,1,1.4,1.9,2.4
1077,2020,8,34,Tyler Higbee (LAR) ,2,4,14,7,13,0,0,0,0,0,0,1,1.4,2.4,3.4
1114,2020,10,5,Jonnu Smith (NE) ,2,6,14,7,8,0,0,1,1,1,0,1,7.5,8.5,9.5
1259,2020,14,42,James O'Shaughnessy (FA) ,2,2,14,7,10,0,0,0,0,0,0,1,1.4,2.4,3.4
1279,2020,15,15,Dalton Schultz (DAL) ,2,2,14,7,12,0,1,0,0,0,0,1,7.4,8.4,9.4
1297,2020,15,43,Jack Doyle (FA) ,2,2,14,7,7,0,0,0,0,0,0,1,1.4,2.4,3.4
1298,2020,15,44,Mo Alie-Cox (IND) ,2,2,14,7,10,0,0,0,0,0,0,1,1.4,2.4,3.4
122,2022,4,49,Mark Andrews (BAL) ,2,5,15,7.5,9,0,0,0,0,0,0,1,1.5,2.5,3.5
173,2022,6,40,Cole Kmet (CHI) ,1,3,15,15,15,0,0,0,0,0,0,1,1.5,2,2.5
197,2022,7,33,Harrison Bryant (CLE) ,2,2,15,7.5,14,0,0,0,0,0,0,1,1.5,2.5,3.5
225,2022,8,32,Tyler Higbee (LAR) ,2,6,15,7.5,10,0,0,0,0,0,0,1,1.5,2.5,3.5
321,2021,2,38,Tyler Conklin (NYJ) ,2,4,15,7.5,9,0,0,0,0,0,0,1,1.5,2.5,3.5
351,2021,3,31,Noah Fant (SEA) ,2,3,15,7.5,9,0,0,0,0,0,0,1,1.5,2.5,3.5
443,2021,6,12,C.J. Uzomah (NYJ) ,3,3,15,5,8,0,1,0,0,0,0,1,7.5,9,10.5
489,2021,7,32,Harrison Bryant (CLE) ,1,2,15,15,15,0,0,0,0,0,0,1,1.5,2,2.5
495,2021,8,7,Evan Engram (JAC) ,3,4,15,5,7,0,1,0,0,0,0,1,7.5,9,10.5
514,2021,8,33,Cameron Brate (TB) ,2,4,15,7.5,9,0,0,0,0,0,0,1,1.5,2.5,3.5
688,2021,14,7,Gerald Everett (LAC) ,2,2,15,7.5,14,0,1,1,13,0,0,1,8.8,9.8,10.8
860,2020,1,34,Austin Hooper (TEN) ,2,2,15,7.5,9,0,0,0,0,0,0,1,1.5,2.5,3.5
910,2020,3,11,Mike Gesicki (MIA) ,1,3,15,15,15,0,1,0,0,0,0,1,7.5,8,8.5
964,2020,4,43,Will Dissly (SEA) ,2,2,15,7.5,14,0,0,0,0,0,0,1,1.5,2.5,3.5
965,2020,4,44,Mike Gesicki (MIA) ,1,3,15,15,15,0,0,0,0,0,0,1,1.5,2,2.5
989,2020,5,29,Dawson Knox (BUF) ,1,3,15,15,15,0,0,0,0,0,0,1,1.5,2,2.5
1076,2020,8,33,Dallas Goedert (PHI) ,1,1,15,15,15,0,0,0,0,0,0,1,1.5,2,2.5
1131,2020,10,30,Evan Engram (JAC) ,2,3,15,7.5,11,0,0,0,0,0,0,1,1.5,2.5,3.5
